timestamp,brightness
2021-11-20T10_02_26,0.4615064561367035
2021-11-20T10_17_26,0.4565742015838623
2021-11-20T10_32_26,0.42786622047424316
2021-11-20T10_47_26,0.42831072211265564
2021-11-20T11_02_26,0.42854124307632446
2021-11-20T11_17_26,0.44291824102401733
2021-11-20T11_32_26,0.4412075877189636
2021-11-20T11_47_26,0.46704375743865967
2021-11-20T12_02_26,0.4955418109893799
2021-11-20T12_17_26,0.4853585958480835
2021-11-20T12_32_26,0.49728336930274963
2021-11-20T12_47_26,0.5112895369529724
2021-11-20T13_02_26,0.48099416494369507
2021-11-20T13_17_26,0.4831394553184509
2021-11-20T13_32_26,0.4939804971218109
2021-11-20T13_47_26,0.49666479229927063
2021-11-20T14_02_26,0.47860023379325867
2021-11-20T14_17_26,0.49524080753326416
2021-11-20T14_32_26,0.4903210997581482
2021-11-20T14_47_26,0.5483831763267517
2021-11-20T15_02_26,0.5283712148666382
2021-11-20T15_17_26,0.5153207778930664
2021-11-20T15_32_26,0.5454407930374146
2021-11-20T15_47_26,0.48842573165893555
2021-11-20T16_02_26,0.5307358503341675
2021-11-20T16_17_26,0.5151419639587402
2021-11-20T16_32_26,0.5581019520759583
2021-11-20T16_47_26,0.4501153230667114
2021-11-20T17_02_26,0.5081241726875305
2021-11-20T17_17_26,0.4819994270801544
2021-11-20T17_32_26,0.44844701886177063
2021-11-20T17_47_26,0.5377017259597778
2021-11-20T18_02_26,0.5900626182556152
2021-11-20T18_17_26,0.4114445149898529
2021-11-20T18_32_26,0.4935328960418701
2021-11-20T18_47_26,0.44735950231552124
2021-11-20T19_02_26,0.4542219638824463
2021-11-20T19_17_26,0.46295592188835144
2021-11-20T19_32_26,0.4583287537097931
2021-11-20T19_47_26,0.4481164216995239
2021-11-20T20_02_26,0.4478086233139038
2021-11-20T20_17_26,0.4438152313232422
2021-11-20T20_32_26,0.4421326220035553
2021-11-20T20_47_26,0.4503588080406189
2021-11-20T21_02_26,0.4434920847415924
2021-11-20T21_17_26,0.42497676610946655
2021-11-20T21_32_26,0.4115239679813385
2021-11-20T21_47_26,0.41449305415153503
2021-11-20T22_02_26,0.4081389009952545
2021-11-20T22_17_26,0.4109451472759247
2021-11-20T22_32_26,0.3904504179954529
2021-11-20T22_47_26,0.3702068328857422
2021-11-20T23_02_26,0.3821372091770172
2021-11-20T23_17_26,0.3730177879333496
2021-11-20T23_32_26,0.37309321761131287
2021-11-20T23_47_26,0.39324575662612915
2021-11-21T00_02_26,0.409334272146225
2021-11-21T00_17_26,0.4036327004432678
2021-11-21T00_32_26,0.3618999123573303
2021-11-21T00_47_26,0.33407819271087646
2021-11-21T01_02_26,0.30622851848602295
2021-11-21T01_17_26,0.27643120288848877
2021-11-21T01_32_26,0.25032472610473633
2021-11-21T01_47_26,0.23576070368289948
2021-11-21T02_02_26,0.221241295337677
2021-11-21T02_17_26,0.2085547298192978
2021-11-21T02_32_26,0.19534403085708618
2021-11-21T02_47_26,0.17745564877986908
2021-11-21T03_02_26,0.16078327596187592
2021-11-21T03_17_26,0.15594902634620667
2021-11-21T03_32_26,0.11712221056222916
2021-11-21T03_47_26,0.15194453299045563
2021-11-21T04_02_26,0.17324136197566986
2021-11-21T04_17_26,0.17340900003910065
2021-11-21T04_32_26,0.18097330629825592
2021-11-21T04_47_26,0.14811965823173523
2021-11-21T05_02_26,0.12554220855236053
2021-11-21T05_17_26,0.12037695944309235
2021-11-21T05_32_26,0.12130839377641678
2021-11-21T05_47_26,0.09576794505119324
2021-11-21T06_02_26,0.10717013478279114
2021-11-21T06_17_26,0.13285747170448303
2021-11-21T06_32_26,0.12351629883050919
2021-11-21T06_47_26,0.13442282378673553
2021-11-21T07_02_26,0.11265204101800919
2021-11-21T07_17_26,0.08725336939096451
2021-11-21T07_32_26,0.1034165546298027
2021-11-21T07_47_26,0.12382717430591583
2021-11-21T08_02_26,0.1588287055492401
2021-11-21T08_17_26,0.1445862352848053
2021-11-21T08_32_26,0.22027194499969482
2021-11-21T08_47_26,0.31100156903266907
2021-11-21T09_02_26,0.37946462631225586
2021-11-21T09_17_26,0.3866705000400543
2021-11-21T09_32_26,0.3942203223705292
2021-11-21T09_47_26,0.4030833840370178
2021-11-21T10_02_26,0.41314396262168884
2021-11-21T10_17_26,0.41924595832824707
2021-11-21T10_32_26,0.430462509393692
2021-11-21T10_47_26,0.442700058221817
2021-11-21T11_02_26,0.4585305452346802
2021-11-21T11_17_26,0.45271188020706177
2021-11-21T11_32_26,0.460233211517334
2021-11-21T11_47_26,0.46585628390312195
2021-11-21T12_02_26,0.4722316861152649
2021-11-21T12_17_26,0.43764427304267883
2021-11-21T12_32_26,0.47463545203208923
2021-11-21T12_47_26,0.47806626558303833
2021-11-21T13_02_26,0.47939592599868774
2021-11-21T13_17_26,0.47891783714294434
2021-11-21T13_32_26,0.48000815510749817
2021-11-21T13_47_27,0.4820765554904938
2021-11-21T14_02_27,0.48192811012268066
2021-11-21T14_17_27,0.4849706292152405
2021-11-21T14_32_27,0.48676013946533203
2021-11-21T14_47_27,0.48918616771698
2021-11-21T15_02_27,0.4921766221523285
2021-11-21T15_17_27,0.496013343334198
2021-11-21T15_32_27,0.49895569682121277
2021-11-21T15_47_27,0.5027298331260681
2021-11-21T16_02_27,0.5058331489562988
2021-11-21T16_17_27,0.509493887424469
2021-11-21T16_32_27,0.5123056173324585
2021-11-21T16_47_27,0.5162835717201233
2021-11-21T17_02_27,0.5177153944969177
2021-11-21T17_17_27,0.5184364914894104
2021-11-21T17_32_27,0.518248975276947
2021-11-21T17_47_27,0.516577959060669
2021-11-21T18_02_27,0.514521598815918
2021-11-21T18_17_27,0.5100455284118652
2021-11-21T18_32_27,0.5053542852401733
2021-11-21T18_47_27,0.4999188482761383
2021-11-21T19_02_27,0.4934307038784027
2021-11-21T19_17_27,0.4873723089694977
2021-11-21T19_32_27,0.47929647564888
2021-11-21T19_47_27,0.4717187285423279
2021-11-21T20_02_27,0.4641090929508209
2021-11-21T20_17_27,0.45900532603263855
2021-11-21T20_32_27,0.4518606662750244
2021-11-21T20_47_27,0.4467097222805023
2021-11-21T21_02_27,0.4417567551136017
2021-11-21T21_17_27,0.43575528264045715
2021-11-21T21_32_27,0.4132726192474365
2021-11-21T21_47_27,0.4226923882961273
2021-11-21T22_02_27,0.4269163906574249
2021-11-21T22_17_27,0.41460633277893066
2021-11-21T22_32_27,0.41524261236190796
2021-11-21T22_47_27,0.4140992760658264
2021-11-21T23_02_27,0.4078117609024048
2021-11-21T23_17_27,0.3980015516281128
2021-11-21T23_32_27,0.3877298831939697
2021-11-21T23_47_27,0.3765448033809662
2021-11-22T00_02_27,0.3674556016921997
