Timestamp,Count (t=30),Count (t=40),Count (t=50),Count (t=60),Count (t=70)
2022_10_31T10_59_46,52,26,15,8,4
2022_10_31T11_14_46,71,46,25,12,6
2022_10_31T11_29_46,78,49,24,11,3
2022_10_31T11_44_46,76,50,22,5,2
2022_10_31T11_59_46,75,47,28,10,3
2022_10_31T12_14_46,51,23,7,4,2
2022_10_31T12_29_46,84,61,28,11,5
2022_10_31T12_44_46,82,60,25,15,6
2022_10_31T12_59_46,89,54,26,10,5
2022_10_31T13_14_46,76,50,21,8,4
2022_10_31T13_29_46,76,52,26,8,5
2022_10_31T13_44_46,88,57,26,9,2
2022_10_31T13_59_46,75,55,32,15,7
2022_10_31T14_14_46,87,42,19,8,2
2022_10_31T14_29_46,85,61,29,14,6
2022_10_31T14_44_46,92,58,27,14,7
2022_10_31T14_59_46,78,45,25,10,5
2022_10_31T15_14_46,74,41,25,16,6
2022_10_31T15_29_46,64,42,27,15,8
2022_10_31T15_44_46,68,43,23,11,6
2022_10_31T15_59_46,61,36,22,14,10
2022_10_31T16_14_46,41,20,11,7,1
2022_10_31T16_29_46,60,38,20,12,8
2022_10_31T16_44_46,48,28,11,7,7
2022_10_31T16_59_46,53,29,17,10,7
2022_10_31T17_14_46,49,27,21,12,8
2022_10_31T17_29_46,41,23,16,10,7
2022_10_31T17_44_46,54,30,19,13,9
2022_10_31T17_59_46,57,33,19,11,7
2022_10_31T18_14_46,57,34,21,12,10
2022_10_31T18_29_46,77,45,25,14,7
2022_10_31T18_44_46,96,58,36,17,12
2022_10_31T18_59_46,111,74,47,25,16
2022_10_31T19_14_46,133,85,58,36,22
2022_10_31T19_29_46,157,100,61,42,22
2022_10_31T19_44_46,174,104,61,39,20
2022_10_31T19_59_46,187,131,66,28,16
2022_10_31T20_14_46,195,141,77,35,15
2022_10_31T20_29_46,199,132,72,33,12
2022_10_31T20_44_46,213,118,75,34,11
2022_10_31T20_59_46,210,124,65,37,12
2022_10_31T21_14_46,206,110,62,25,10
2022_10_31T21_29_46,169,92,46,22,6
2022_10_31T21_44_46,167,82,43,15,6
2022_10_31T21_59_46,111,53,22,10,3
2022_10_31T22_14_46,110,42,26,5,3
2022_10_31T22_29_46,93,45,23,10,5
2022_10_31T22_44_46,71,35,15,9,4
2022_10_31T22_59_46,47,20,11,7,3
2022_10_31T23_14_46,36,16,9,4,2
2022_10_31T23_29_46,34,18,9,4,1
2022_10_31T23_44_46,25,14,7,2,2
2022_10_31T23_59_46,17,9,6,2,2
2022_11_01T00_14_46,19,7,6,2,2
2022_11_01T00_29_46,9,4,3,1,0
2022_11_01T00_44_46,12,7,4,2,2
2022_11_01T00_59_46,6,4,2,1,1
2022_11_01T01_14_46,7,5,4,3,1
2022_11_01T01_29_46,9,6,4,3,1
2022_11_01T01_44_46,4,4,3,1,1
2022_11_01T01_59_46,6,3,1,1,0
2022_11_01T02_14_46,6,5,2,0,0
2022_11_01T02_29_46,6,4,3,1,0
2022_11_01T02_44_46,5,2,2,0,0
2022_11_01T02_59_46,3,3,1,0,0
2022_11_01T03_14_46,3,3,2,2,0
2022_11_01T03_29_46,5,3,1,0,0
2022_11_01T03_44_46,4,2,0,0,0
2022_11_01T03_59_46,5,2,0,0,0
2022_11_01T04_14_46,3,3,1,0,0
2022_11_01T04_29_46,6,2,2,1,0
2022_11_01T04_44_46,4,1,1,1,0
2022_11_01T04_59_46,5,2,1,1,0
2022_11_01T05_14_46,6,1,1,1,1
2022_11_01T05_29_46,8,3,1,1,0
2022_11_01T05_44_46,15,7,3,2,1
2022_11_01T05_59_46,16,6,3,2,1
2022_11_01T06_14_46,17,7,4,2,2
2022_11_01T06_29_46,29,16,5,3,2
2022_11_01T06_44_46,21,10,3,3,3
2022_11_01T06_59_46,18,9,4,3,3
2022_11_01T07_14_46,17,9,5,4,4
2022_11_01T07_29_46,11,9,8,5,5
2022_11_01T07_44_46,9,7,6,4,4
2022_11_01T07_59_46,10,8,7,5,5
2022_11_01T08_14_46,11,8,7,5,5
2022_11_01T08_29_46,28,14,12,8,6
2022_11_01T08_44_46,43,22,11,8,6
2022_11_01T08_59_46,40,24,14,9,7
2022_11_01T09_14_47,41,21,14,12,7
2022_11_01T09_29_47,48,32,20,9,7
2022_11_01T09_44_47,62,34,22,12,6
2022_11_01T09_59_47,59,40,30,16,10
2022_11_01T10_14_47,62,40,29,14,8
2022_11_01T10_29_47,68,56,28,17,11
2022_11_01T10_44_47,74,52,37,21,11
2022_11_01T10_59_47,66,55,37,21,13
2022_11_01T11_14_47,73,57,34,20,11
2022_11_01T11_29_47,78,65,32,19,14
2022_11_01T11_44_47,78,65,38,25,14
2022_11_01T11_59_47,78,69,35,20,15
2022_11_01T12_14_47,84,79,46,22,12
2022_11_01T12_29_47,83,67,40,23,12
2022_11_01T12_44_47,81,69,40,21,13
2022_11_01T12_59_47,86,68,38,19,12
2022_11_01T13_14_47,82,62,32,19,10
2022_11_01T13_29_47,82,64,31,17,13
2022_11_01T13_44_47,80,66,32,21,12
2022_11_01T13_59_47,80,65,39,24,12
2022_11_01T14_14_47,78,71,35,24,15
2022_11_01T14_29_47,80,62,32,21,12
2022_11_01T14_44_47,85,64,38,22,12
2022_11_01T14_59_47,90,69,39,22,14
2022_11_01T15_14_47,87,63,39,19,14
2022_11_01T15_29_47,79,61,35,17,15
2022_11_01T15_44_47,73,52,34,18,12
2022_11_01T15_59_47,67,50,30,20,14
2022_11_01T16_14_47,61,41,26,18,12
2022_11_01T16_29_47,70,37,22,17,12
2022_11_01T16_44_47,59,35,21,16,14
2022_11_01T16_59_47,50,36,24,16,11
2022_11_01T17_14_47,33,26,19,15,12
2022_11_01T17_29_47,46,32,22,14,8
2022_11_01T17_44_47,45,33,24,11,7
2022_11_01T17_59_47,61,38,23,13,10
2022_11_01T18_14_47,61,45,21,13,10
2022_11_01T18_29_47,75,54,28,18,13
2022_11_01T18_44_47,92,59,33,23,15
2022_11_01T18_59_47,109,69,45,26,19
2022_11_01T19_14_47,86,49,30,19,11
2022_11_01T19_29_47,0,0,0,0,0
2022_11_01T19_44_47,0,0,0,0,0
2022_11_01T19_59_47,0,0,0,0,0
2022_11_01T20_14_47,12,10,6,5,4
2022_11_01T20_29_47,0,0,0,0,0
2022_11_01T20_44_47,0,0,0,0,0
2022_11_01T20_59_47,149,83,37,18,10
2022_11_01T21_14_47,137,73,38,14,6
2022_11_01T21_29_47,124,70,31,14,3
2022_11_01T21_44_47,87,51,20,6,3
2022_11_01T21_59_47,0,0,0,0,0
2022_11_01T22_14_47,0,0,0,0,0
2022_11_01T22_29_47,0,0,0,0,0
2022_11_01T22_44_47,0,0,0,0,0
2022_11_01T22_59_47,18,8,6,4,2
2022_11_01T23_14_47,17,9,5,2,2
2022_11_01T23_29_47,13,5,4,2,1
2022_11_01T23_44_47,20,8,3,2,2
2022_11_01T23_59_47,17,5,3,2,2
2022_11_02T00_14_47,10,6,4,2,2
2022_11_02T00_29_47,8,3,3,2,2
2022_11_02T00_44_47,9,6,3,2,2
2022_11_02T00_59_47,9,7,4,2,2
2022_11_02T01_14_47,8,6,4,3,3
2022_11_02T01_29_47,8,7,4,2,2
2022_11_02T01_44_47,7,7,6,4,3
2022_11_02T01_59_47,7,4,2,2,2
2022_11_02T02_14_47,6,5,5,2,2
2022_11_02T02_29_47,7,5,4,3,2
2022_11_02T02_44_47,6,5,3,2,2
2022_11_02T02_59_47,6,5,4,2,2
2022_11_02T03_14_47,7,6,3,2,2
2022_11_02T03_29_47,4,3,3,2,2
2022_11_02T03_44_47,3,2,2,2,1
2022_11_02T03_59_47,7,4,4,3,2
2022_11_02T04_14_47,5,2,2,2,2
2022_11_02T04_29_47,5,2,2,2,2
2022_11_02T04_44_47,3,2,2,2,2
2022_11_02T04_59_46,5,3,3,2,1
2022_11_02T05_14_46,13,7,6,3,2
2022_11_02T05_29_46,11,5,2,2,2
2022_11_02T05_44_46,13,9,4,3,2
2022_11_02T05_59_46,30,12,7,4,3
2022_11_02T06_14_46,22,12,8,3,2
2022_11_02T06_29_46,35,18,10,5,2
2022_11_02T06_44_46,41,21,12,4,2
2022_11_02T06_59_46,32,16,7,5,2
2022_11_02T07_14_46,36,16,9,4,2
2022_11_02T07_29_46,26,11,5,2,2
2022_11_02T07_44_46,22,8,4,3,3
2022_11_02T07_59_46,17,10,5,2,2
2022_11_02T08_14_46,16,8,5,4,3
2022_11_02T08_29_46,23,8,7,6,3
2022_11_02T08_44_46,18,11,7,3,3
2022_11_02T08_59_46,32,18,10,7,5
2022_11_02T09_14_46,48,26,13,9,5
2022_11_02T09_29_46,65,26,19,11,5
2022_11_02T09_44_46,73,36,26,13,6
2022_11_02T09_59_46,79,39,28,13,5
2022_11_02T10_14_46,75,48,24,15,7
2022_11_02T10_29_46,73,54,27,14,6
2022_11_02T10_44_46,61,39,24,18,6
2022_11_02T10_59_46,73,61,32,22,14
2022_11_02T11_14_46,73,60,33,15,12
2022_11_02T11_29_46,81,70,44,24,13
2022_11_02T11_44_46,89,74,43,20,15
2022_11_02T11_59_46,102,90,49,22,17
2022_11_02T12_14_46,104,83,46,25,15
2022_11_02T12_29_46,93,77,48,26,16
2022_11_02T12_44_46,99,81,45,27,15
2022_11_02T12_59_46,95,77,42,25,15
2022_11_02T13_14_46,91,73,40,20,13
2022_11_02T13_29_46,89,68,31,22,11
2022_11_02T13_44_46,91,68,35,14,12
2022_11_02T13_59_46,85,73,41,22,14
2022_11_02T14_14_46,95,73,49,27,18
2022_11_02T14_29_46,94,69,39,25,18
2022_11_02T14_44_46,90,78,35,23,16
2022_11_02T14_59_46,92,69,38,24,15
2022_11_02T15_14_46,83,57,35,22,13
2022_11_02T15_29_46,77,53,33,20,13
2022_11_02T15_44_46,76,54,32,21,15
2022_11_02T15_59_46,78,52,30,21,12
2022_11_02T16_14_46,65,49,30,18,13
2022_11_02T16_29_46,67,43,27,18,15
2022_11_02T16_44_46,66,38,26,17,15
2022_11_02T16_59_46,56,33,21,16,12
2022_11_02T17_14_46,56,34,18,16,13
2022_11_02T17_29_46,53,30,19,14,12
2022_11_02T17_44_46,56,32,23,17,14
2022_11_02T17_59_46,57,35,21,16,13
2022_11_02T18_14_46,62,43,30,14,13
2022_11_02T18_29_46,73,53,31,17,12
2022_11_02T18_44_46,93,59,34,21,14
2022_11_02T18_59_46,106,65,44,28,18
2022_11_02T19_14_46,126,87,48,32,22
2022_11_02T19_29_46,145,101,67,42,26
2022_11_02T19_44_46,174,113,75,40,27
2022_11_02T19_59_46,189,129,77,40,27
2022_11_02T20_14_46,203,119,66,38,25
2022_11_02T20_29_46,221,138,82,40,16
2022_11_02T20_44_46,209,128,70,37,15
2022_11_02T20_59_46,209,131,77,34,12
2022_11_02T21_14_46,206,127,67,37,12
2022_11_02T21_29_46,195,115,60,26,6
2022_11_02T21_44_46,165,85,41,18,7
2022_11_02T21_59_46,141,68,35,15,5
2022_11_02T22_14_46,120,53,29,13,4
2022_11_02T22_29_46,107,44,21,10,4
2022_11_02T22_44_46,97,32,18,11,4
2022_11_02T22_59_46,60,25,10,7,3
2022_11_02T23_14_46,37,16,10,6,0
2022_11_02T23_29_46,31,17,7,2,1
2022_11_02T23_44_46,14,5,0,0,0
2022_11_02T23_59_46,22,9,4,1,1
2022_11_03T00_14_46,18,6,2,2,1
2022_11_03T00_29_46,11,6,2,1,0
2022_11_03T00_44_46,11,7,3,1,1
2022_11_03T00_59_46,9,6,5,2,1
2022_11_03T01_14_46,11,6,2,1,0
2022_11_03T01_29_46,7,7,3,1,1
2022_11_03T01_44_46,7,6,3,2,1
2022_11_03T01_59_46,7,4,2,1,0
2022_11_03T02_14_46,8,6,3,2,2
2022_11_03T02_29_46,5,4,1,1,0
2022_11_03T02_44_46,6,4,2,2,1
2022_11_03T02_59_46,7,4,3,2,1
2022_11_03T03_14_46,5,4,3,2,1
2022_11_03T03_29_46,5,3,3,2,1
2022_11_03T03_44_46,6,4,3,2,1
2022_11_03T03_59_46,7,4,2,2,0
2022_11_03T04_14_46,3,3,3,2,1
2022_11_03T04_29_46,5,3,2,1,1
2022_11_03T04_44_46,8,5,3,1,1
2022_11_03T04_59_46,6,4,3,2,1
2022_11_03T05_14_46,8,4,3,2,1
2022_11_03T05_29_46,13,7,3,1,1
2022_11_03T05_44_46,13,5,3,1,1
2022_11_03T05_59_46,14,7,3,1,1
2022_11_03T06_14_46,31,18,5,4,3
2022_11_03T06_29_46,50,27,12,3,1
2022_11_03T06_44_46,52,24,9,1,1
2022_11_03T06_59_46,37,18,7,3,1
2022_11_03T07_14_46,25,13,7,2,1
2022_11_03T07_29_46,22,15,5,2,2
2022_11_03T07_44_46,21,12,7,3,2
2022_11_03T07_59_46,19,10,6,2,2
2022_11_03T08_14_46,23,10,7,7,3
2022_11_03T08_29_46,25,15,7,5,3
2022_11_03T08_44_46,31,14,10,7,4
2022_11_03T08_59_46,38,20,16,10,6
2022_11_03T09_14_46,52,27,15,8,7
2022_11_03T09_29_46,73,39,20,13,7
2022_11_03T09_44_46,73,38,22,15,7
2022_11_03T09_59_46,85,49,35,17,10
2022_11_03T10_14_46,81,49,34,17,10
2022_11_03T10_29_46,75,51,28,15,9
2022_11_03T10_44_46,82,53,33,17,10
2022_11_03T10_59_46,85,60,33,19,11
2022_11_03T11_14_46,87,56,25,18,10
2022_11_03T11_29_46,86,67,35,18,11
2022_11_03T11_44_46,91,71,36,19,15
2022_11_03T11_59_46,94,78,44,24,11
2022_11_03T12_14_46,98,76,48,25,11
2022_11_03T12_29_46,111,79,42,23,13
2022_11_03T12_44_46,97,75,42,26,16
2022_11_03T12_59_46,105,84,44,27,16
2022_11_03T13_14_46,106,77,41,28,19
2022_11_03T13_29_46,98,72,46,25,18
2022_11_03T13_44_46,91,71,42,24,17
2022_11_03T13_59_46,91,71,42,26,16
2022_11_03T14_14_46,96,77,44,23,16
2022_11_03T14_29_46,94,71,39,27,19
2022_11_03T14_44_46,97,72,38,25,18
2022_11_03T14_59_46,95,68,35,25,20
2022_11_03T15_14_46,94,62,38,23,18
2022_11_03T15_29_46,93,62,37,23,15
2022_11_03T15_44_46,82,57,34,21,19
2022_11_03T15_59_46,70,46,28,20,17
2022_11_03T16_14_46,76,48,32,20,16
2022_11_03T16_29_46,78,44,26,19,16
2022_11_03T16_44_46,63,38,27,18,17
2022_11_03T16_59_46,62,38,27,19,13
2022_11_03T17_14_46,58,37,22,15,14
2022_11_03T17_29_46,54,33,19,16,14
2022_11_03T17_44_46,55,36,21,17,13
2022_11_03T17_59_46,66,37,26,17,13
2022_11_03T18_14_46,66,40,29,17,14
2022_11_03T18_29_46,80,49,35,18,15
2022_11_03T18_44_46,92,61,36,24,16
2022_11_03T18_59_46,105,70,44,26,18
2022_11_03T19_14_46,131,78,53,32,24
2022_11_03T19_29_46,155,109,65,43,24
2022_11_03T19_44_46,174,111,69,46,30
2022_11_03T19_59_46,195,126,73,41,29
2022_11_03T20_14_46,210,135,83,45,26
2022_11_03T20_29_46,209,138,84,49,23
2022_11_03T20_44_46,210,144,80,41,16
2022_11_03T20_59_46,215,136,73,42,18
2022_11_03T21_14_46,206,117,72,40,11
2022_11_03T21_29_46,204,120,64,29,10
2022_11_03T21_44_46,197,102,53,19,7
2022_11_03T21_59_46,165,73,38,19,8
2022_11_03T22_14_46,159,56,36,14,7
2022_11_03T22_29_46,128,62,37,19,7
2022_11_03T22_44_46,94,52,25,15,6
2022_11_03T22_59_46,81,43,25,15,6
2022_11_03T23_14_46,69,29,20,11,5
2022_11_03T23_29_46,56,26,13,9,7
2022_11_03T23_44_46,39,21,8,5,3
2022_11_03T23_59_46,29,17,11,6,3
2022_11_04T00_14_46,27,10,7,5,4
2022_11_04T00_29_46,19,9,7,4,4
2022_11_04T00_44_46,15,10,9,3,3
2022_11_04T00_59_46,11,8,6,5,4
2022_11_04T01_14_46,14,8,5,4,3
2022_11_04T01_29_46,13,11,7,2,0
2022_11_04T01_44_46,13,9,6,3,1
2022_11_04T01_59_46,9,8,6,1,0
2022_11_04T02_14_46,9,8,5,0,0
2022_11_04T02_29_46,8,4,3,2,2
2022_11_04T02_44_46,9,8,5,3,2
2022_11_04T02_59_46,8,6,4,3,2
2022_11_04T03_14_46,8,6,5,4,3
2022_11_04T03_29_46,6,4,4,2,1
2022_11_04T03_44_46,4,3,2,2,2
2022_11_04T03_59_46,3,2,2,2,2
2022_11_04T04_14_46,5,4,3,2,2
2022_11_04T04_29_46,9,6,3,2,2
2022_11_04T04_44_46,10,6,2,2,1
2022_11_04T04_59_46,8,8,5,2,2
2022_11_04T05_14_46,9,5,4,2,1
2022_11_04T05_29_46,11,6,4,3,0
2022_11_04T05_44_46,13,5,5,4,2
2022_11_04T05_59_46,6,5,4,4,0
2022_11_04T06_14_46,4,3,2,2,2
2022_11_04T06_29_46,16,7,3,2,2
2022_11_04T06_44_46,9,5,4,3,2
2022_11_04T06_59_46,6,4,3,3,3
2022_11_04T07_14_46,6,5,5,4,3
2022_11_04T07_29_46,6,5,4,4,3
2022_11_04T07_44_46,7,4,3,3,1
2022_11_04T07_59_46,6,5,4,3,2
2022_11_04T08_14_46,9,6,3,1,1
2022_11_04T08_29_46,6,5,3,1,0
2022_11_04T08_44_46,9,6,2,1,0
2022_11_04T08_59_46,9,7,5,3,2
2022_11_04T09_14_46,12,9,6,4,0
2022_11_04T09_29_46,12,10,8,7,4
2022_11_04T09_44_46,17,12,9,6,3
2022_11_04T09_59_46,15,12,9,6,5
2022_11_04T10_14_46,15,10,9,6,5
2022_11_04T10_29_46,42,26,17,12,9
2022_11_04T10_44_46,34,19,13,10,6
2022_11_04T10_59_46,40,21,10,7,5
2022_11_04T11_14_46,90,68,33,16,8
2022_11_04T11_29_46,86,57,31,16,11
2022_11_04T11_44_46,91,63,31,16,7
2022_11_04T11_59_46,87,66,35,19,8
2022_11_04T12_14_46,89,61,32,22,9
2022_11_04T12_29_46,79,60,28,20,11
2022_11_04T12_44_46,69,37,26,18,11
2022_11_04T12_59_46,57,30,21,17,11
2022_11_04T13_14_46,57,42,24,17,13
2022_11_04T13_29_46,46,33,21,15,12
2022_11_04T13_44_46,46,33,21,14,12
2022_11_04T13_59_46,49,30,22,16,10
2022_11_04T14_14_46,57,39,20,18,12
2022_11_04T14_29_46,58,37,24,17,14
2022_11_04T14_44_46,60,40,26,17,12
2022_11_04T14_59_46,60,33,23,17,12
2022_11_04T15_14_46,59,39,24,19,14
2022_11_04T15_29_46,57,37,23,17,13
2022_11_04T15_44_46,63,33,23,18,13
2022_11_04T15_59_46,58,34,21,16,15
2022_11_04T16_14_46,50,31,20,16,13
2022_11_04T16_29_46,57,32,24,17,14
2022_11_04T16_44_46,51,30,22,16,13
2022_11_04T16_59_46,53,29,19,14,11
2022_11_04T17_14_46,54,33,23,16,9
2022_11_04T17_29_46,47,29,17,14,8
2022_11_04T17_44_46,48,27,19,15,9
2022_11_04T17_59_46,56,28,15,12,8
2022_11_04T18_14_46,57,27,17,12,7
2022_11_04T18_29_46,45,26,19,11,9
2022_11_04T18_44_46,49,24,17,13,8
2022_11_04T18_59_46,44,24,15,12,6
2022_11_04T19_14_46,52,30,18,9,6
2022_11_04T19_29_46,47,23,15,11,5
2022_11_04T19_44_46,47,24,16,9,5
2022_11_04T19_59_46,46,22,17,11,4
2022_11_04T20_14_46,46,27,15,11,4
2022_11_04T20_29_46,42,19,15,8,5
2022_11_04T20_44_46,41,18,10,7,2
2022_11_04T20_59_46,35,16,10,8,4
2022_11_04T21_14_46,41,19,13,8,3
2022_11_04T21_29_46,43,19,11,7,3
2022_11_04T21_44_46,28,16,12,5,2
2022_11_04T21_59_46,51,27,12,3,2
2022_11_04T22_14_46,23,12,7,4,1
2022_11_04T22_29_46,26,14,8,6,3
2022_11_04T22_44_46,31,13,9,6,3
2022_11_04T22_59_46,23,11,9,4,3
2022_11_04T23_14_46,24,14,7,5,2
2022_11_04T23_29_46,23,16,10,6,2
2022_11_04T23_44_46,22,8,4,2,0
2022_11_04T23_59_46,24,10,4,2,0
2022_11_05T00_14_45,19,10,7,3,0
2022_11_05T00_29_45,15,10,6,3,1
2022_11_05T00_44_45,14,9,7,1,0
2022_11_05T00_59_45,14,6,2,2,0
2022_11_05T01_14_45,11,6,3,0,0
2022_11_05T01_29_45,9,2,1,0,0
2022_11_05T01_44_45,9,3,2,0,0
2022_11_05T01_59_45,5,3,1,0,0
2022_11_05T02_14_45,6,3,1,1,0
2022_11_05T02_29_45,9,6,2,1,0
2022_11_05T02_44_45,7,3,2,0,0
2022_11_05T02_59_45,9,3,3,0,0
2022_11_05T03_14_45,5,2,1,0,0
2022_11_05T03_29_45,5,2,1,0,0
2022_11_05T03_44_45,4,2,2,0,0
2022_11_05T03_59_45,5,2,1,1,1
2022_11_05T04_14_45,6,3,1,1,1
2022_11_05T04_29_45,7,3,0,0,0
2022_11_05T04_44_45,9,6,3,0,0
2022_11_05T04_59_45,7,5,4,2,0
2022_11_05T05_14_45,9,7,7,2,1
2022_11_05T05_29_45,20,11,6,3,1
2022_11_05T05_44_45,22,11,5,3,2
2022_11_05T05_59_45,24,11,4,2,1
2022_11_05T06_14_45,29,17,7,1,1
2022_11_05T06_29_45,30,10,5,4,2
2022_11_05T06_44_45,25,9,5,4,1
2022_11_05T06_59_45,18,10,7,6,3
2022_11_05T07_14_45,21,10,6,5,3
2022_11_05T07_29_45,17,10,6,5,3
2022_11_05T07_44_45,12,8,6,5,5
2022_11_05T07_59_45,12,8,6,5,2
2022_11_05T08_14_45,13,9,7,5,2
2022_11_05T08_29_45,15,7,6,5,2
2022_11_05T08_44_45,28,15,9,6,4
2022_11_05T08_59_45,38,22,11,10,5
2022_11_05T09_14_45,45,25,12,10,8
2022_11_05T09_29_45,58,32,19,11,8
2022_11_05T09_44_45,80,43,20,15,8
2022_11_05T09_59_45,88,47,29,15,12
2022_11_05T10_14_45,93,49,28,22,11
2022_11_05T10_29_45,79,54,29,18,13
2022_11_05T10_44_45,85,58,38,19,11
2022_11_05T10_59_45,86,57,39,23,11
2022_11_05T11_14_45,95,63,37,24,12
2022_11_05T11_29_45,94,61,33,22,13
2022_11_05T11_44_45,104,75,38,23,18
2022_11_05T11_59_45,100,52,28,18,11
2022_11_05T12_14_45,108,74,47,27,17
2022_11_05T12_29_45,95,62,35,21,13
2022_11_05T12_44_45,100,78,39,21,12
2022_11_05T12_59_45,112,80,40,22,11
2022_11_05T13_14_45,108,79,40,22,13
2022_11_05T13_29_45,113,76,43,23,12
2022_11_05T13_44_45,98,64,39,23,12
2022_11_05T13_59_45,98,76,41,22,12
2022_11_05T14_14_45,96,61,37,25,13
2022_11_05T14_29_45,87,62,35,19,15
2022_11_05T14_44_45,99,63,33,23,14
2022_11_05T14_59_45,98,67,33,22,15
2022_11_05T15_14_45,95,60,38,22,14
2022_11_05T15_29_45,86,53,32,21,15
2022_11_05T15_44_45,82,46,27,19,16
2022_11_05T15_59_45,81,49,31,19,15
2022_11_05T16_14_45,78,45,27,21,16
2022_11_05T16_29_45,72,42,24,17,13
2022_11_05T16_44_45,63,34,22,17,14
2022_11_05T16_59_45,62,30,22,17,13
2022_11_05T17_14_45,52,32,21,15,13
2022_11_05T17_29_45,56,30,17,15,13
2022_11_05T17_44_45,60,33,22,18,14
2022_11_05T17_59_45,64,32,25,18,14
2022_11_05T18_14_45,67,32,27,16,14
2022_11_05T18_29_45,86,41,29,19,14
2022_11_05T18_44_45,104,51,33,20,15
2022_11_05T18_59_45,113,64,40,26,17
2022_11_05T19_14_45,125,90,51,30,21
2022_11_05T19_29_45,152,107,69,37,20
2022_11_05T19_44_45,178,120,74,45,29
2022_11_05T19_59_45,198,134,75,49,24
2022_11_05T20_14_45,209,132,76,46,24
2022_11_05T20_29_45,223,140,85,43,23
2022_11_05T20_44_45,219,138,69,39,21
2022_11_05T20_59_45,224,137,76,36,19
2022_11_05T21_14_45,217,135,75,37,16
2022_11_05T21_29_45,214,127,74,33,16
2022_11_05T21_44_45,202,106,55,29,14
2022_11_05T21_59_45,178,96,44,19,13
2022_11_05T22_14_45,157,80,36,18,5
2022_11_05T22_29_45,151,70,34,18,8
2022_11_05T22_44_45,118,67,30,12,4
2022_11_05T22_59_45,103,50,26,9,4
2022_11_05T23_14_45,78,36,21,7,5
2022_11_05T23_29_45,69,30,13,6,3
2022_11_05T23_44_45,58,25,13,9,4
2022_11_05T23_59_45,44,20,11,3,2
2022_11_06T00_14_45,27,17,4,1,1
2022_11_06T00_29_45,24,10,4,2,1
2022_11_06T00_44_45,16,8,5,3,0
2022_11_06T00_59_45,18,10,4,2,0
2022_11_06T01_14_45,18,9,3,1,0
2022_11_06T01_29_45,17,7,4,1,0
2022_11_06T01_44_45,13,5,4,2,1
2022_11_06T01_59_45,9,6,4,2,0
2022_11_06T02_14_45,10,7,4,2,1
2022_11_06T02_29_45,4,4,3,1,1
2022_11_06T02_44_45,9,6,3,2,1
2022_11_06T02_59_45,7,6,3,2,0
2022_11_06T03_14_45,7,6,5,4,2
2022_11_06T03_29_45,6,4,3,2,1
2022_11_06T03_44_45,6,4,3,3,1
2022_11_06T03_59_45,5,3,2,2,0
2022_11_06T04_14_45,7,6,5,4,1
2022_11_06T04_29_45,6,4,2,1,0
2022_11_06T04_44_45,4,3,1,1,0
2022_11_06T04_59_45,6,3,3,1,1
2022_11_06T05_14_45,6,5,5,5,4
2022_11_06T05_29_45,6,6,5,4,1
2022_11_06T05_44_45,6,5,4,3,2
2022_11_06T05_59_45,6,5,5,5,3
2022_11_06T06_14_45,5,5,4,4,2
2022_11_06T06_29_45,9,7,7,3,0
2022_11_06T06_44_45,7,6,6,1,0
2022_11_06T06_59_45,7,7,4,0,0
2022_11_06T07_14_45,7,7,6,3,0
2022_11_06T07_29_45,8,8,4,2,0
2022_11_06T07_44_45,8,7,6,2,1
2022_11_06T07_59_45,9,8,6,2,1
2022_11_06T08_14_45,7,7,6,4,1
2022_11_06T08_29_45,6,4,3,3,2
2022_11_06T08_44_45,9,6,4,1,0
2022_11_06T08_59_45,10,8,5,3,1
2022_11_06T09_14_45,11,6,4,4,2
2022_11_06T09_29_45,24,11,9,6,4
2022_11_06T09_44_45,43,24,14,9,6
2022_11_06T09_59_45,19,13,5,4,2
2022_11_06T10_14_45,42,19,11,6,4
2022_11_06T10_29_45,49,27,14,7,5
2022_11_06T10_44_45,67,37,19,9,6
2022_11_06T10_59_45,62,29,20,11,7
2022_11_06T11_14_45,56,29,18,11,7
2022_11_06T11_29_45,41,21,14,7,4
2022_11_06T11_44_45,60,38,24,15,8
2022_11_06T11_59_45,43,26,19,11,7
2022_11_06T12_14_45,50,22,13,11,7
2022_11_06T12_29_45,54,25,14,11,7
2022_11_06T12_44_45,57,31,17,12,7
2022_11_06T12_59_45,53,29,19,12,7
2022_11_06T13_14_45,60,31,15,12,9
2022_11_06T13_29_45,48,25,17,13,8
2022_11_06T13_44_45,42,22,14,11,7
2022_11_06T13_59_45,40,25,15,10,6
2022_11_06T14_14_45,57,32,18,9,8
2022_11_06T14_29_45,84,48,24,11,7
2022_11_06T14_44_45,84,46,25,15,6
2022_11_06T14_59_45,91,49,24,13,10
2022_11_06T15_14_45,69,43,29,14,7
2022_11_06T15_29_45,61,34,21,12,7
2022_11_06T15_44_45,56,34,20,11,7
2022_11_06T15_59_45,44,25,16,12,7
2022_11_06T16_14_45,54,35,22,12,7
2022_11_06T16_29_45,56,31,17,12,7
2022_11_06T16_44_45,36,22,15,8,6
2022_11_06T16_59_45,29,19,16,8,5
2022_11_06T17_14_45,37,21,13,9,7
2022_11_06T17_29_45,31,22,13,9,7
2022_11_06T17_44_45,33,19,12,8,4
2022_11_06T17_59_45,39,18,12,9,4
2022_11_06T18_14_45,51,26,15,8,6
