Timestamp,Count (t=30),Count (t=40),Count (t=50),Count (t=60),Count (t=70)
2022_11_13T01_59_39,12,8,7,4,4
2022_11_13T02_14_39,8,6,3,2,1
2022_11_13T02_29_39,9,6,4,2,1
2022_11_13T02_44_39,8,5,2,1,0
2022_11_13T02_59_39,9,6,5,4,0
2022_11_13T03_14_39,6,4,2,2,1
2022_11_13T03_29_39,7,3,2,2,0
2022_11_13T03_44_39,17,9,5,3,1
2022_11_13T03_59_39,3,1,0,0,0
2022_11_13T04_14_39,2,2,2,1,1
2022_11_13T04_29_39,0,0,0,0,0
2022_11_13T04_44_39,1,1,1,1,1
2022_11_13T04_59_39,4,1,1,1,1
2022_11_13T05_14_39,6,5,2,1,0
2022_11_13T05_29_39,6,6,3,2,2
2022_11_13T05_44_39,10,7,5,4,2
2022_11_13T05_59_39,10,5,4,3,1
2022_11_13T06_14_39,34,13,9,6,3
2022_11_13T06_29_39,6,5,2,0,0
2022_11_13T06_44_39,26,11,6,4,3
2022_11_13T06_59_39,25,14,8,5,3
2022_11_13T07_14_39,8,6,6,5,4
2022_11_13T07_29_39,11,6,6,5,3
2022_11_13T07_44_39,9,6,6,5,3
2022_11_13T07_59_39,10,8,6,5,4
2022_11_13T08_14_39,22,10,7,5,4
2022_11_13T08_29_39,14,7,7,6,4
2022_11_13T08_44_39,21,11,5,3,3
2022_11_13T08_59_39,48,25,14,10,5
2022_11_13T09_14_39,69,36,19,12,7
2022_11_13T09_29_39,79,44,24,14,9
2022_11_13T09_44_39,81,42,24,16,8
2022_11_13T09_59_39,73,50,27,18,11
2022_11_13T10_14_39,68,52,29,20,11
2022_11_13T10_29_39,72,52,31,21,12
2022_11_13T10_44_39,75,59,38,17,10
2022_11_13T10_59_39,67,53,35,18,11
2022_11_13T11_14_39,75,63,37,21,13
2022_11_13T11_29_39,68,61,36,21,15
2022_11_13T11_44_39,71,66,34,21,11
2022_11_13T11_59_39,74,59,39,23,13
2022_11_13T12_14_39,74,53,31,18,11
2022_11_13T12_29_39,75,58,34,23,12
2022_11_13T12_44_39,78,66,34,23,18
2022_11_13T12_59_39,76,60,30,17,12
2022_11_13T13_14_39,74,50,24,16,12
2022_11_13T13_29_39,58,32,19,15,11
2022_11_13T13_44_39,38,27,18,14,10
2022_11_13T13_59_39,42,34,18,16,12
2022_11_13T14_14_39,43,30,22,19,15
2022_11_13T14_29_39,45,29,18,14,13
2022_11_13T14_44_39,36,24,16,13,12
2022_11_13T14_59_39,40,28,18,14,13
2022_11_13T15_14_39,42,32,22,13,11
2022_11_13T15_29_39,43,34,22,15,11
2022_11_13T15_44_39,40,28,20,13,11
2022_11_13T15_59_39,41,29,21,14,13
2022_11_13T16_14_39,46,33,21,13,12
2022_11_13T16_29_39,45,31,21,16,13
2022_11_13T16_44_39,66,43,32,20,13
2022_11_13T16_59_39,52,30,22,13,7
2022_11_13T17_14_39,49,29,22,12,10
2022_11_13T17_29_39,43,29,20,11,7
2022_11_13T17_44_39,53,38,20,15,12
2022_11_13T17_59_39,56,31,24,16,11
2022_11_13T18_14_39,70,39,23,16,12
2022_11_13T18_29_39,69,49,30,20,13
2022_11_13T18_44_39,84,54,29,20,14
2022_11_13T18_59_39,90,58,32,23,15
2022_11_13T19_14_39,94,58,42,24,14
2022_11_13T19_29_39,109,71,43,25,20
2022_11_13T19_44_39,130,91,54,36,20
2022_11_13T19_59_39,139,97,62,34,22
2022_11_13T20_14_39,159,113,71,36,21
2022_11_13T20_29_39,146,108,71,41,19
2022_11_13T20_44_39,168,118,75,33,14
2022_11_13T20_59_39,175,122,69,31,15
2022_11_13T21_14_39,182,133,67,32,10
2022_11_13T21_29_39,177,132,62,24,13
2022_11_13T21_44_39,179,117,65,36,15
2022_11_13T21_59_39,165,98,58,30,14
2022_11_13T22_14_39,161,95,42,21,10
2022_11_13T22_29_39,152,79,45,18,10
2022_11_13T22_44_39,142,71,38,14,8
2022_11_13T22_59_39,122,52,27,8,5
2022_11_13T23_14_39,110,47,14,6,3
2022_11_13T23_29_39,95,42,17,8,4
2022_11_13T23_44_39,82,37,13,7,4
2022_11_13T23_59_39,68,30,12,7,5
2022_11_14T00_14_39,55,21,11,7,2
2022_11_14T00_29_39,36,20,11,5,2
2022_11_14T00_44_39,43,26,14,9,6
2022_11_14T00_59_39,15,13,9,9,7
2022_11_14T01_14_39,11,9,8,5,2
2022_11_14T01_29_39,14,10,8,4,0
2022_11_14T01_44_39,8,7,6,4,2
2022_11_14T01_59_39,10,7,7,5,1
2022_11_14T02_14_39,9,7,6,5,3
2022_11_14T02_29_39,10,7,6,5,2
2022_11_14T02_44_39,9,8,5,4,2
2022_11_14T02_59_39,8,7,7,6,2
2022_11_14T03_14_39,7,6,5,3,2
2022_11_14T03_29_39,7,6,6,2,1
2022_11_14T03_44_39,7,7,7,5,1
2022_11_14T03_59_39,8,7,5,4,4
2022_11_14T04_14_39,8,8,7,6,4
2022_11_14T04_29_39,9,8,8,8,5
2022_11_14T04_44_39,8,8,8,6,5
2022_11_14T04_59_39,8,8,8,8,5
2022_11_14T05_14_39,9,8,7,5,3
2022_11_14T05_29_39,8,8,4,3,2
2022_11_14T05_44_39,9,8,8,7,3
2022_11_14T05_59_39,8,8,7,5,1
2022_11_14T06_14_39,11,8,7,6,4
2022_11_14T06_29_39,15,9,7,4,0
2022_11_14T06_44_39,13,9,7,6,2
2022_11_14T06_59_39,10,8,7,6,2
2022_11_14T07_14_39,10,9,8,7,5
2022_11_14T07_29_39,8,8,7,4,2
2022_11_14T07_44_39,9,8,8,7,5
2022_11_14T07_59_39,10,9,9,6,3
2022_11_14T08_14_39,10,9,8,8,3
2022_11_14T08_29_39,10,10,9,8,3
2022_11_14T08_44_39,10,9,9,7,1
2022_11_14T08_59_39,17,11,10,10,6
2022_11_14T09_14_39,29,16,11,9,7
2022_11_14T09_29_39,32,19,13,9,7
2022_11_14T09_44_39,35,22,14,10,6
2022_11_14T09_59_39,43,23,17,14,9
2022_11_14T10_14_39,64,34,23,15,10
2022_11_14T10_29_39,61,40,29,16,9
2022_11_14T10_44_39,67,44,30,19,10
2022_11_14T10_59_39,56,45,27,15,10
2022_11_14T11_14_39,65,45,26,17,10
2022_11_14T11_29_39,72,52,28,15,10
2022_11_14T11_44_39,75,60,35,19,11
2022_11_14T11_59_39,95,55,25,14,9
2022_11_14T12_14_39,72,52,28,15,11
2022_11_14T12_29_39,77,59,32,14,10
2022_11_14T12_44_39,70,57,28,19,10
2022_11_14T12_59_39,74,54,24,15,12
2022_11_14T13_14_39,75,52,24,14,12
2022_11_14T13_29_39,74,52,27,14,10
2022_11_14T13_44_39,73,56,31,16,10
2022_11_14T13_59_39,75,50,29,17,11
2022_11_14T14_14_39,70,47,31,22,14
2022_11_14T14_29_39,69,55,23,17,14
2022_11_14T14_44_39,69,50,26,18,14
2022_11_14T14_59_39,63,48,26,18,11
2022_11_14T15_14_39,71,45,27,20,12
2022_11_14T15_29_39,66,34,25,21,13
2022_11_14T15_44_39,41,25,17,13,10
2022_11_14T15_59_39,57,36,22,16,14
2022_11_14T16_14_39,64,37,22,16,12
2022_11_14T16_29_39,45,27,20,16,11
2022_11_14T16_44_39,38,24,17,13,11
2022_11_14T16_59_39,45,25,18,13,10
2022_11_14T17_14_39,42,21,13,12,9
2022_11_14T17_29_39,44,23,13,13,11
2022_11_14T17_44_39,36,22,13,11,6
2022_11_14T17_59_39,36,28,18,13,11
2022_11_14T18_14_39,44,29,21,14,10
2022_11_14T18_29_39,42,28,21,13,11
2022_11_14T18_44_39,43,25,19,12,12
2022_11_14T18_59_39,67,41,24,17,9
2022_11_14T19_14_39,88,50,36,27,14
2022_11_14T19_29_39,98,67,40,27,14
2022_11_14T19_44_39,113,78,53,32,18
2022_11_14T19_59_39,109,78,42,29,13
2022_11_14T20_14_39,119,80,48,31,14
2022_11_14T20_29_39,61,34,20,14,10
2022_11_14T20_44_39,153,89,57,25,11
2022_11_14T20_59_39,175,129,71,30,13
2022_11_14T21_14_39,190,137,69,26,9
2022_11_14T21_29_39,182,125,64,31,7
2022_11_14T21_44_39,140,83,50,24,11
2022_11_14T21_59_39,150,74,41,18,5
2022_11_14T22_14_39,28,15,10,6,4
2022_11_14T22_29_39,21,10,6,4,2
2022_11_14T22_44_39,6,4,1,0,0
2022_11_14T22_59_39,7,5,2,0,0
2022_11_14T23_14_39,13,8,4,2,1
2022_11_14T23_29_39,34,20,13,8,7
2022_11_14T23_44_39,45,21,10,8,6
2022_11_14T23_59_39,34,23,12,10,8
2022_11_15T00_14_39,19,12,8,6,4
2022_11_15T00_29_39,16,7,5,3,1
2022_11_15T00_44_39,16,8,6,4,1
2022_11_15T00_59_39,11,10,8,3,1
2022_11_15T01_14_39,14,10,7,2,0
2022_11_15T01_29_39,10,8,3,0,0
2022_11_15T01_44_39,9,6,2,0,0
2022_11_15T01_59_39,13,11,9,7,1
2022_11_15T02_14_39,9,9,8,2,0
2022_11_15T02_29_39,11,11,9,7,2
2022_11_15T02_44_39,10,10,7,5,1
2022_11_15T02_59_39,10,8,7,3,0
2022_11_15T03_14_39,11,10,6,2,0
2022_11_15T03_29_39,9,5,3,1,0
2022_11_15T03_44_39,8,5,5,2,0
2022_11_15T03_59_39,11,10,6,3,0
2022_11_15T04_14_39,14,10,9,7,4
2022_11_15T04_29_39,16,12,12,8,6
2022_11_15T04_44_39,11,7,6,5,2
2022_11_15T04_59_39,8,7,6,4,1
2022_11_15T05_14_39,10,8,8,6,1
2022_11_15T05_29_39,9,8,7,5,3
2022_11_15T05_44_39,11,6,3,3,3
2022_11_15T05_59_39,12,7,6,4,4
2022_11_15T06_14_39,9,8,6,6,5
2022_11_15T06_29_39,14,10,7,3,2
2022_11_15T06_44_39,13,8,5,5,4
2022_11_15T06_59_39,14,10,6,5,2
2022_11_15T07_14_39,16,9,6,5,5
2022_11_15T07_29_39,46,24,9,7,5
2022_11_15T07_44_39,34,18,12,7,4
2022_11_15T07_59_39,12,10,8,5,5
2022_11_15T08_14_39,36,18,9,7,6
2022_11_15T08_29_39,38,20,14,7,5
2022_11_15T08_44_39,15,8,6,5,5
2022_11_15T08_59_39,11,9,7,5,4
2022_11_15T09_14_39,13,8,8,7,3
2022_11_15T09_29_39,58,32,19,13,9
2022_11_15T09_44_39,70,42,29,17,13
2022_11_15T09_59_39,66,45,27,17,11
2022_11_15T10_14_39,63,39,22,15,11
2022_11_15T10_29_39,66,46,26,20,10
2022_11_15T10_44_39,67,49,30,20,10
2022_11_15T10_59_39,70,43,31,22,10
2022_11_15T11_14_39,68,55,33,19,13
2022_11_15T11_29_39,67,46,32,20,14
2022_11_15T11_44_39,71,47,29,17,12
2022_11_15T11_59_39,95,55,35,19,13
2022_11_15T12_14_39,85,60,36,21,14
2022_11_15T12_29_39,83,65,36,20,17
2022_11_15T12_44_39,83,56,27,17,13
2022_11_15T12_59_39,82,64,33,18,12
2022_11_15T13_14_39,78,58,30,16,11
2022_11_15T13_29_39,79,63,30,15,11
2022_11_15T13_44_39,87,60,30,19,10
2022_11_15T13_59_39,75,59,33,20,11
2022_11_15T14_14_39,74,50,33,16,10
2022_11_15T14_29_39,75,53,31,20,14
2022_11_15T14_44_39,73,53,28,17,15
2022_11_15T14_59_39,70,56,30,17,12
2022_11_15T15_14_39,75,50,31,18,16
2022_11_15T15_29_39,69,48,28,20,15
2022_11_15T15_44_39,73,48,29,20,14
2022_11_15T15_59_39,74,51,29,20,15
2022_11_15T16_14_39,67,47,30,17,14
2022_11_15T16_29_39,65,40,23,16,11
2022_11_15T16_44_39,59,40,24,18,12
2022_11_15T16_59_39,61,31,23,18,12
2022_11_15T17_14_39,57,32,23,15,10
2022_11_15T17_29_39,52,31,21,14,9
2022_11_15T17_44_39,59,34,21,14,8
2022_11_15T17_59_39,56,36,23,13,8
2022_11_15T18_14_39,64,43,24,14,11
2022_11_15T18_29_39,76,40,26,18,11
2022_11_15T18_44_39,81,49,32,18,10
2022_11_15T18_59_39,82,50,33,19,12
2022_11_15T19_14_39,102,61,40,22,14
2022_11_15T19_29_39,118,76,50,26,14
2022_11_15T19_44_39,130,91,52,36,21
2022_11_15T19_59_39,142,106,65,35,20
2022_11_15T20_14_39,145,93,55,32,17
2022_11_15T20_29_39,153,114,69,38,22
2022_11_15T20_44_39,177,108,65,40,16
2022_11_15T20_59_39,187,119,73,29,12
2022_11_15T21_14_39,183,128,68,30,11
2022_11_15T21_29_39,176,120,59,28,9
2022_11_15T21_44_39,144,109,56,29,5
2022_11_15T21_59_39,182,97,54,34,15
2022_11_15T22_14_39,171,87,48,22,8
2022_11_15T22_29_39,167,80,41,20,10
2022_11_15T22_44_39,135,70,35,15,8
2022_11_15T22_59_39,97,41,23,8,2
2022_11_15T23_14_39,101,49,20,10,3
2022_11_15T23_29_39,88,48,20,7,3
2022_11_15T23_44_39,69,30,9,1,0
2022_11_15T23_59_39,58,26,8,1,0
2022_11_16T00_14_39,37,15,5,2,0
2022_11_16T00_29_39,42,21,14,6,4
2022_11_16T00_44_39,27,11,4,1,0
2022_11_16T00_59_39,20,7,2,0,0
2022_11_16T01_14_39,28,9,6,4,2
2022_11_16T01_29_39,22,13,7,5,2
2022_11_16T01_44_39,18,8,5,3,2
2022_11_16T01_59_39,12,7,4,3,1
2022_11_16T02_14_39,11,7,5,2,2
2022_11_16T02_29_39,6,5,3,2,1
2022_11_16T02_44_39,7,3,3,2,1
2022_11_16T02_59_39,0,0,0,0,0
2022_11_16T03_14_39,4,2,2,0,0
2022_11_16T03_29_39,3,1,1,0,0
2022_11_16T03_44_39,7,5,4,1,1
2022_11_16T03_59_39,5,2,2,0,0
2022_11_16T04_14_39,7,6,5,3,0
2022_11_16T04_29_39,6,4,3,1,0
2022_11_16T04_44_39,11,7,4,3,2
2022_11_16T04_59_39,11,6,6,3,2
2022_11_16T05_14_39,23,9,5,4,2
2022_11_16T05_29_39,14,9,4,2,2
2022_11_16T05_44_39,17,9,6,4,2
2022_11_16T05_59_39,33,13,6,4,3
2022_11_16T06_14_39,37,15,9,7,2
2022_11_16T06_29_39,36,17,11,7,4
2022_11_16T06_44_39,36,18,12,7,5
2022_11_16T06_59_39,41,18,8,6,4
2022_11_16T07_14_39,28,17,10,6,5
2022_11_16T07_29_39,13,8,7,7,6
2022_11_16T07_44_39,39,13,10,10,8
2022_11_16T07_59_39,43,21,12,9,6
2022_11_16T08_14_39,40,23,12,7,5
2022_11_16T08_29_39,39,26,12,8,6
2022_11_16T08_44_39,15,10,8,7,5
2022_11_16T08_59_39,52,32,20,10,7
2022_11_16T09_14_39,71,41,21,14,10
2022_11_16T09_29_39,88,46,29,20,15
2022_11_16T09_44_39,74,45,29,18,14
2022_11_16T09_59_39,83,49,29,22,16
2022_11_16T10_14_39,69,49,30,22,15
2022_11_16T10_29_39,78,55,30,22,18
2022_11_16T10_44_39,75,57,34,27,19
2022_11_16T10_59_39,75,61,33,26,17
2022_11_16T11_14_39,85,59,36,24,15
2022_11_16T11_29_39,83,66,41,22,16
2022_11_16T11_44_39,83,60,38,25,15
2022_11_16T11_59_39,89,69,39,27,16
2022_11_16T12_14_39,88,68,39,22,12
2022_11_16T12_29_39,90,61,37,21,16
2022_11_16T12_44_39,90,60,34,19,14
2022_11_16T12_59_39,88,60,32,19,12
2022_11_16T13_14_39,97,70,40,27,16
2022_11_16T13_29_39,99,73,40,21,15
2022_11_16T13_44_39,92,70,41,22,15
2022_11_16T13_59_39,95,72,40,29,17
2022_11_16T14_14_39,95,71,41,24,15
2022_11_16T14_29_39,101,66,39,25,18
2022_11_16T14_44_39,91,65,36,24,16
2022_11_16T14_59_39,85,62,34,24,18
2022_11_16T15_14_39,90,51,34,23,18
2022_11_16T15_29_39,78,49,31,20,16
2022_11_16T15_44_39,72,51,32,22,17
2022_11_16T15_59_39,78,54,37,20,17
2022_11_16T16_14_39,85,50,30,19,16
2022_11_16T16_29_39,86,44,29,20,16
2022_11_16T16_44_39,77,47,24,18,13
2022_11_16T16_59_39,67,44,23,17,12
2022_11_16T17_14_39,60,41,27,17,12
2022_11_16T17_29_39,65,33,21,15,10
2022_11_16T17_44_39,66,41,23,15,7
2022_11_16T17_59_39,67,38,21,14,8
2022_11_16T18_14_39,71,48,20,15,8
2022_11_16T18_29_39,80,53,32,14,10
2022_11_16T18_44_39,83,50,32,15,12
2022_11_16T18_59_39,104,61,37,19,10
2022_11_16T19_14_39,114,69,39,24,13
2022_11_16T19_29_39,120,82,45,28,14
2022_11_16T19_44_39,148,95,55,36,20
2022_11_16T19_59_39,158,103,60,31,15
2022_11_16T20_14_39,174,102,63,31,16
2022_11_16T20_29_39,190,123,71,38,18
2022_11_16T20_44_39,195,128,67,35,14
2022_11_16T20_59_39,201,130,74,33,7
2022_11_16T21_14_39,196,123,61,30,9
2022_11_16T21_29_39,181,115,68,38,10
2022_11_16T21_44_39,206,124,66,33,13
2022_11_16T21_59_39,189,98,57,31,6
2022_11_16T22_14_39,184,95,45,25,7
2022_11_16T22_29_39,151,78,38,19,7
2022_11_16T22_44_39,146,71,38,20,12
2022_11_16T22_59_39,116,58,30,17,8
2022_11_16T23_14_39,110,48,25,11,5
2022_11_16T23_29_39,95,40,22,7,3
2022_11_16T23_44_39,74,31,13,8,1
2022_11_16T23_59_39,60,27,13,3,2
2022_11_17T00_14_39,47,21,7,4,0
2022_11_17T00_29_39,40,17,9,4,2
2022_11_17T00_44_39,34,15,9,4,1
2022_11_17T00_59_39,30,18,12,4,1
2022_11_17T01_14_39,29,15,8,3,2
2022_11_17T01_29_39,23,13,6,5,3
2022_11_17T01_44_39,24,11,8,3,2
2022_11_17T01_59_39,19,12,9,5,2
2022_11_17T02_14_39,11,7,5,2,2
2022_11_17T02_29_39,12,8,6,3,2
2022_11_17T02_44_39,12,7,5,5,3
2022_11_17T02_59_39,10,5,5,2,2
2022_11_17T03_14_39,9,6,5,3,3
2022_11_17T03_29_39,12,7,4,3,3
2022_11_17T03_44_39,8,5,4,3,2
2022_11_17T03_59_39,15,5,3,3,2
2022_11_17T04_14_39,9,5,4,3,1
2022_11_17T04_29_39,12,7,4,2,2
2022_11_17T04_44_39,17,8,5,4,2
2022_11_17T04_59_39,25,16,5,5,1
2022_11_17T05_14_39,24,13,10,5,4
2022_11_17T05_29_39,29,17,13,6,4
2022_11_17T05_44_39,48,21,11,7,5
2022_11_17T05_59_39,51,20,10,8,6
2022_11_17T06_14_39,59,23,12,7,5
2022_11_17T06_29_39,69,30,14,7,5
2022_11_17T06_44_39,57,30,15,8,4
2022_11_17T06_59_39,52,28,11,8,5
2022_11_17T07_14_39,37,19,11,7,4
2022_11_17T07_29_39,33,12,9,7,3
2022_11_17T07_44_39,41,20,11,8,5
2022_11_17T07_59_39,38,16,8,6,4
2022_11_17T08_14_39,39,20,9,7,6
2022_11_17T08_29_39,53,31,17,13,6
2022_11_17T08_44_39,60,32,19,12,10
2022_11_17T08_59_39,56,33,21,13,9
2022_11_17T09_14_39,19,13,10,7,5
2022_11_17T09_29_39,34,17,13,9,5
2022_11_17T09_44_39,39,21,15,9,7
2022_11_17T09_59_39,51,29,19,13,9
2022_11_17T10_14_39,34,20,13,12,8
2022_11_17T10_29_39,46,23,17,14,11
2022_11_17T10_44_39,51,33,22,15,10
2022_11_17T10_59_39,50,29,20,13,10
2022_11_17T11_14_39,47,26,21,14,9
2022_11_17T11_29_39,60,32,23,15,9
2022_11_17T11_44_39,59,33,20,14,12
2022_11_17T11_59_39,64,40,24,17,12
2022_11_17T12_14_39,56,34,20,17,11
2022_11_17T12_29_39,55,29,21,14,10
2022_11_17T12_44_39,56,29,19,13,9
2022_11_17T12_59_39,58,42,19,11,10
2022_11_17T13_14_39,63,36,20,13,11
2022_11_17T13_29_39,60,31,19,14,11
2022_11_17T13_44_39,73,48,27,15,10
2022_11_17T13_59_39,68,42,25,14,10
2022_11_17T14_14_39,80,46,29,16,11
2022_11_17T14_29_39,82,46,24,15,8
2022_11_17T14_44_39,80,49,29,17,11
2022_11_17T14_59_39,82,48,26,17,12
2022_11_17T15_14_39,76,45,28,16,11
2022_11_17T15_29_39,71,40,26,14,10
2022_11_17T15_44_39,68,41,22,14,12
2022_11_17T15_59_39,71,44,22,16,9
2022_11_17T16_14_39,78,49,23,13,10
2022_11_17T16_29_39,74,46,19,14,8
2022_11_17T16_44_39,69,37,19,14,9
2022_11_17T16_59_39,72,34,19,11,7
2022_11_17T17_14_39,65,31,18,13,9
2022_11_17T17_29_39,65,33,16,13,8
2022_11_17T17_44_39,63,33,19,12,8
2022_11_17T17_59_39,62,33,21,9,8
2022_11_17T18_14_39,57,33,18,10,8
2022_11_17T18_29_39,70,43,24,11,8
2022_11_17T18_44_39,60,39,19,13,10
2022_11_17T18_59_39,71,46,27,14,10
2022_11_17T19_14_39,83,50,29,16,9
2022_11_17T19_29_39,93,53,37,17,9
2022_11_17T19_44_39,97,56,35,19,12
2022_11_17T19_59_39,89,48,29,19,9
2022_11_17T20_14_39,107,54,34,21,9
2022_11_17T20_29_39,102,60,37,24,11
2022_11_17T20_44_39,106,51,26,19,11
2022_11_17T20_59_39,124,63,33,16,9
2022_11_17T21_14_39,114,67,33,18,7
2022_11_17T21_29_39,118,63,30,12,4
2022_11_17T21_44_39,120,61,34,17,5
2022_11_17T21_59_39,124,68,32,13,5
2022_11_17T22_14_39,65,40,24,12,7
2022_11_17T22_29_39,56,29,18,13,7
2022_11_17T22_44_39,60,33,17,13,8
2022_11_17T22_59_39,51,30,14,8,4
2022_11_17T23_14_39,38,28,11,8,5
2022_11_17T23_29_39,32,19,10,7,6
2022_11_17T23_44_39,26,15,9,7,5
2022_11_17T23_59_39,27,15,7,4,4
2022_11_18T00_14_39,25,18,7,6,5
2022_11_18T00_29_39,21,11,5,5,4
2022_11_18T00_44_39,19,9,6,5,4
2022_11_18T00_59_39,16,11,6,5,3
2022_11_18T01_14_39,15,9,6,3,2
2022_11_18T01_29_39,15,9,7,6,3
2022_11_18T01_44_39,13,8,6,4,1
2022_11_18T01_59_39,7,4,2,1,0
2022_11_18T02_14_39,7,4,3,2,1
2022_11_18T02_29_39,6,2,2,1,0
2022_11_18T02_44_39,8,6,3,2,1
2022_11_18T02_59_39,7,4,2,1,1
2022_11_18T03_14_39,7,5,2,1,0
2022_11_18T03_29_39,2,2,1,0,0
2022_11_18T03_44_39,5,3,2,2,0
2022_11_18T03_59_39,6,5,3,1,1
2022_11_18T04_14_39,5,3,3,3,1
2022_11_18T04_29_39,8,5,3,1,0
2022_11_18T04_44_39,7,5,3,2,0
2022_11_18T04_59_39,7,5,5,1,1
2022_11_18T05_14_39,8,5,5,2,2
2022_11_18T05_29_39,11,5,3,3,2
2022_11_18T05_44_39,8,6,3,2,2
2022_11_18T05_59_39,9,3,2,2,1
2022_11_18T06_14_39,11,5,3,2,2
2022_11_18T06_29_39,20,14,6,4,3
2022_11_18T06_44_39,8,5,3,3,3
2022_11_18T06_59_38,9,6,5,3,2
2022_11_18T07_14_38,11,8,5,3,2
2022_11_18T07_29_38,11,7,5,3,3
2022_11_18T07_44_38,10,8,5,2,2
2022_11_18T07_59_38,10,7,6,3,0
2022_11_18T08_14_38,13,9,7,5,2
2022_11_18T08_29_38,30,14,9,8,5
2022_11_18T08_44_38,30,18,9,7,5
2022_11_18T08_59_38,38,19,10,6,5
2022_11_18T09_14_38,58,28,15,9,7
2022_11_18T09_29_38,54,30,17,12,10
2022_11_18T09_44_38,68,40,17,13,10
2022_11_18T09_59_38,74,36,21,17,10
2022_11_18T10_14_38,60,27,17,13,8
2022_11_18T10_29_38,61,36,21,15,9
2022_11_18T10_44_38,70,41,24,11,7
2022_11_18T10_59_38,59,29,16,7,5
2022_11_18T11_14_38,78,45,22,15,9
2022_11_18T11_29_38,100,50,31,18,11
2022_11_18T11_44_38,94,50,26,19,10
2022_11_18T11_59_38,96,58,27,18,11
2022_11_18T12_14_38,75,36,19,12,6
2022_11_18T12_29_38,96,53,28,12,7
2022_11_18T12_44_38,99,52,26,14,9
2022_11_18T12_59_38,102,45,24,13,9
2022_11_18T13_14_38,103,57,28,13,8
2022_11_18T13_29_38,100,58,29,12,7
2022_11_18T13_44_38,93,59,30,11,7
2022_11_18T13_59_38,102,55,25,17,8
2022_11_18T14_14_38,100,61,30,15,9
2022_11_18T14_29_38,92,63,28,16,11
2022_11_18T14_44_38,99,50,26,15,8
2022_11_18T14_59_38,97,53,28,18,10
2022_11_18T15_14_38,98,60,30,17,10
2022_11_18T15_29_38,90,55,34,16,11
2022_11_18T15_44_38,86,54,31,16,12
2022_11_18T15_59_38,92,58,30,13,9
2022_11_18T16_14_38,69,47,26,11,8
2022_11_18T16_29_38,83,44,26,16,12
2022_11_18T16_44_38,70,47,26,18,9
2022_11_18T16_59_38,49,32,17,12,5
2022_11_18T17_14_38,62,39,24,12,9
2022_11_18T17_29_38,66,39,25,10,7
2022_11_18T17_44_38,67,35,21,12,8
2022_11_18T17_59_38,68,35,19,12,10
2022_11_18T18_14_38,73,35,18,12,9
2022_11_18T18_29_38,73,41,24,11,8
2022_11_18T18_44_38,83,40,22,13,9
2022_11_18T18_59_38,107,54,28,14,10
2022_11_18T19_14_38,105,53,35,14,9
2022_11_18T19_29_38,123,71,43,21,14
2022_11_18T19_44_38,143,76,48,27,13
2022_11_18T19_59_38,162,93,51,28,18
2022_11_18T20_14_38,164,91,51,32,18
2022_11_18T20_29_38,183,118,59,33,19
2022_11_18T20_44_38,187,117,70,26,14
2022_11_18T20_59_38,190,124,70,29,9
2022_11_18T21_14_38,204,118,56,35,13
2022_11_18T21_29_38,205,126,64,31,13
2022_11_18T21_44_38,202,108,59,27,10
2022_11_18T21_59_38,186,91,47,15,5
2022_11_18T22_14_38,213,101,45,16,6
2022_11_18T22_29_38,192,89,38,20,6
2022_11_18T22_44_38,162,75,37,19,9
2022_11_18T22_59_38,139,69,35,14,8
2022_11_18T23_14_38,142,59,32,14,6
2022_11_18T23_29_38,117,66,30,13,3
2022_11_18T23_44_38,100,44,19,7,3
2022_11_18T23_59_38,94,49,18,10,4
2022_11_19T00_14_38,73,35,18,11,5
2022_11_19T00_29_38,59,26,14,7,5
2022_11_19T00_44_38,56,26,14,9,4
2022_11_19T00_59_38,44,22,12,5,3
2022_11_19T01_14_38,39,16,10,5,1
2022_11_19T01_29_38,32,14,7,4,1
2022_11_19T01_44_38,26,10,7,3,1
2022_11_19T01_59_38,20,6,2,1,0
2022_11_19T02_14_38,17,5,3,1,0
2022_11_19T02_29_38,13,4,0,0,0
2022_11_19T02_44_38,8,6,2,0,0
2022_11_19T02_59_38,6,6,4,2,1
2022_11_19T03_14_38,10,6,6,4,2
2022_11_19T03_29_38,8,7,7,6,1
2022_11_19T03_44_38,10,7,7,5,0
2022_11_19T03_59_38,9,6,5,1,0
2022_11_19T04_14_38,7,5,3,2,0
2022_11_19T04_29_38,12,9,5,3,1
2022_11_19T04_44_38,12,6,6,4,1
2022_11_19T04_59_38,23,10,5,4,2
2022_11_19T05_14_38,18,10,7,5,2
2022_11_19T05_29_38,29,9,5,4,3
2022_11_19T05_44_38,38,23,12,7,3
2022_11_19T05_59_38,43,23,13,4,4
2022_11_19T06_14_39,40,21,10,6,4
2022_11_19T06_29_39,43,23,12,5,3
2022_11_19T06_44_39,42,27,10,7,2
2022_11_19T06_59_39,32,15,10,4,4
2022_11_19T07_14_39,28,14,7,4,3
2022_11_19T07_29_39,30,16,10,5,3
2022_11_19T07_44_39,30,17,11,8,5
2022_11_19T07_59_39,26,19,13,9,5
2022_11_19T08_14_39,25,17,11,8,4
2022_11_19T08_29_39,31,19,10,9,7
2022_11_19T08_44_39,59,26,18,13,10
2022_11_19T08_59_39,51,31,23,12,10
2022_11_19T09_14_39,62,37,18,11,10
