Timestamp,Counts (55)
2021-11-27T02_17_00,1
2021-11-27T02_32_00,1
2021-11-27T02_47_00,1
2021-11-27T03_02_00,2
2021-11-27T03_17_00,2
2021-11-27T03_32_00,4
2021-11-27T03_47_00,6
2021-11-27T04_02_00,6
2021-11-27T04_17_00,6
2021-11-27T04_32_00,4
2021-11-27T04_47_00,2
2021-11-27T05_02_00,2
2021-11-27T05_17_00,2
2021-11-27T05_32_00,2
2021-11-27T05_47_00,2
2021-11-27T06_02_00,1
2021-11-27T06_17_00,5
2021-11-27T06_32_00,20
2021-11-27T06_47_00,24
2021-11-27T07_02_00,23
2021-11-27T07_17_00,24
2021-11-27T07_32_00,22
2021-11-27T07_47_00,20
2021-11-27T08_02_00,17
2021-11-27T08_17_00,19
2021-11-27T08_32_00,17
2021-11-27T08_47_00,10
2021-11-27T09_02_00,17
2021-11-27T09_17_00,18
2021-11-27T09_32_00,13
2021-11-27T09_47_00,21
2021-11-27T10_02_00,27
2021-11-27T10_17_00,28
2021-11-27T10_32_00,29
2021-11-27T10_47_00,29
2021-11-27T11_02_00,28
2021-11-27T11_17_00,27
2021-11-27T11_32_00,27
2021-11-27T11_47_00,22
2021-11-27T12_02_00,20
2021-11-27T12_17_00,27
2021-11-27T12_32_00,30
2021-11-27T12_47_00,29
2021-11-27T13_02_00,28
2021-11-27T13_17_00,27
2021-11-27T13_32_00,29
2021-11-27T13_47_00,27
2021-11-27T14_02_00,26
2021-11-27T14_17_00,29
2021-11-27T14_32_00,29
2021-11-27T14_47_00,32
2021-11-27T15_02_00,28
2021-11-27T15_17_00,27
2021-11-27T15_32_00,27
2021-11-27T15_47_00,28
2021-11-27T16_02_00,30
2021-11-27T16_17_00,30
2021-11-27T16_32_00,31
2021-11-27T16_47_00,32
2021-11-27T17_02_00,27
2021-11-27T17_17_00,26
2021-11-27T17_32_00,27
2021-11-27T17_47_00,30
2021-11-27T18_02_00,29
2021-11-27T18_17_00,27
2021-11-27T18_32_00,23
2021-11-27T18_47_00,23
2021-11-27T19_02_00,24
2021-11-27T19_17_00,24
2021-11-27T19_32_00,26
2021-11-27T19_47_00,25
2021-11-27T20_02_00,27
2021-11-27T20_17_00,24
2021-11-27T20_32_00,18
2021-11-27T20_47_00,17
2021-11-27T21_02_00,16
2021-11-27T21_17_00,16
2021-11-27T21_32_00,18
2021-11-27T21_47_00,23
2021-11-27T22_02_00,23
2021-11-27T22_17_00,21
2021-11-27T22_32_00,18
2021-11-27T22_47_00,17
2021-11-27T23_02_00,15
2021-11-27T23_17_00,15
2021-11-27T23_32_00,16
2021-11-27T23_47_00,14
2021-11-28T00_02_00,13
2021-11-28T00_17_00,13
2021-11-28T00_32_00,13
2021-11-28T00_47_00,14
2021-11-28T01_02_00,15
2021-11-28T01_17_00,13
2021-11-28T01_32_00,10
2021-11-28T01_47_00,15
2021-11-28T02_02_00,17
2021-11-28T02_17_00,15
2021-11-28T03_02_00,3
2021-11-28T03_17_00,7
2021-11-28T03_32_00,9
2021-11-28T03_47_00,11
2021-11-28T04_02_00,15
2021-11-28T04_17_00,18
2021-11-28T04_32_00,20
2021-11-28T04_47_00,14
2021-11-28T05_17_00,12
2021-11-28T05_32_00,21
2021-11-28T05_47_00,25
2021-11-28T06_02_00,26
2021-11-28T06_17_00,23
2021-11-28T06_32_00,23
2021-11-28T06_47_00,21
2021-11-28T07_02_00,23
2021-11-28T07_17_00,24
2021-11-28T07_32_00,23
2021-11-28T07_47_00,24
2021-11-28T08_02_00,26
2021-11-28T08_17_00,25
2021-11-28T08_32_00,23
2021-11-28T08_47_00,26
2021-11-28T09_02_00,24
2021-11-28T09_17_00,25
2021-11-28T09_32_00,24
2021-11-28T09_47_00,21
2021-11-28T10_02_00,23
2021-11-28T10_17_00,26
2021-11-28T10_32_00,24
2021-11-28T10_47_00,23
2021-11-28T11_02_00,24
2021-11-28T11_17_00,31
2021-11-28T11_32_00,31
2021-11-28T11_47_00,31
2021-11-28T12_02_00,26
2021-11-28T12_17_00,27
2021-11-28T12_32_00,29
2021-11-28T12_47_00,28
2021-11-28T13_02_00,28
2021-11-28T13_17_00,25
2021-11-28T13_32_00,23
2021-11-28T13_47_00,21
2021-11-28T14_02_00,19
2021-11-28T14_17_00,20
2021-11-28T14_32_00,26
2021-11-28T14_47_00,25
2021-11-28T15_02_00,23
2021-11-28T15_17_00,23
2021-11-28T15_32_00,27
2021-11-28T15_47_00,27
2021-11-28T16_02_00,24
2021-11-28T16_17_00,22
2021-11-28T16_32_00,25
2021-11-28T16_47_00,24
2021-11-28T17_02_00,25
2021-11-28T17_17_00,27
2021-11-28T17_32_00,27
2021-11-28T17_47_00,26
2021-11-28T18_02_00,26
2021-11-28T18_17_00,28
2021-11-28T18_32_00,30
2021-11-28T18_47_00,28
2021-11-28T19_02_00,28
2021-11-28T19_17_00,27
2021-11-28T19_32_00,28
2021-11-28T19_47_00,28
2021-11-28T20_02_00,27
2021-11-28T20_17_00,26
2021-11-28T20_32_00,27
2021-11-28T20_47_00,29
2021-11-28T21_02_00,28
2021-11-28T21_17_00,29
2021-11-28T21_32_00,25
2021-11-28T21_47_00,22
2021-11-28T22_02_00,20
2021-11-28T22_17_00,19
2021-11-28T22_32_00,21
2021-11-28T22_47_00,20
2021-11-28T23_02_00,28
2021-11-28T23_17_00,25
2021-11-28T23_32_00,23
2021-11-28T23_47_00,19
2021-11-29T00_02_00,22
2021-11-29T00_17_00,20
2021-11-29T00_32_00,22
2021-11-29T00_47_00,22
2021-11-29T01_02_00,21
2021-11-29T01_17_00,19
2021-11-29T01_32_00,17
2021-11-29T01_47_00,18
2021-11-29T02_02_00,17
2021-11-29T02_17_00,17
2021-11-29T02_32_00,18
2021-11-29T02_47_00,18
2021-11-29T03_02_00,16
2021-11-29T03_17_00,16
2021-11-29T03_32_00,16
2021-11-29T03_47_00,14
2021-11-29T04_02_00,13
2021-11-29T04_17_00,12
2021-11-29T04_32_00,11
2021-11-29T04_47_00,12
2021-11-29T05_02_00,12
2021-11-29T05_17_00,11
2021-11-29T05_32_00,8
2021-11-29T05_47_00,5
2021-11-29T06_02_00,7
2021-11-29T06_17_00,6
2021-11-29T06_32_00,11
2021-11-29T06_47_00,10
2021-11-29T07_02_00,11
2021-11-29T07_17_00,10
2021-11-29T07_32_00,9
2021-11-29T07_47_00,12
2021-11-29T08_02_00,12
2021-11-29T08_17_00,13
2021-11-29T08_32_00,21
2021-11-29T08_47_00,21
2021-11-29T09_02_00,22
2021-11-29T09_17_00,22
2021-11-29T09_32_00,24
2021-11-29T09_47_00,25
2021-11-29T10_02_00,27
2021-11-29T10_17_00,29
2021-11-29T10_32_00,27
2021-11-29T10_47_00,24
2021-11-29T11_02_00,27
2021-11-29T11_17_00,27
2021-11-29T11_32_00,29
2021-11-29T11_47_00,28
2021-11-29T12_02_00,29
2021-11-29T12_17_00,30
2021-11-29T12_32_00,30
2021-11-29T12_47_00,28
2021-11-29T13_02_00,31
2021-11-29T13_17_00,30
2021-11-29T13_32_00,30
2021-11-29T13_47_00,31
2021-11-29T14_02_00,33
2021-11-29T14_17_00,34
2021-11-29T14_32_00,31
2021-11-29T14_47_00,36
2021-11-29T15_02_00,34
2021-11-29T15_17_00,30
2021-11-29T15_32_00,32
2021-11-29T15_47_00,37
2021-11-29T16_02_00,31
2021-11-29T16_17_00,29
2021-11-29T16_32_00,20
2021-11-29T16_47_00,29
2021-11-29T17_02_00,31
2021-11-29T17_17_00,35
2021-11-29T17_32_00,37
2021-11-29T17_47_00,35
2021-11-29T18_02_00,32
2021-11-29T18_17_00,33
2021-11-29T18_32_00,31
2021-11-29T18_47_00,30
2021-11-29T19_02_00,29
2021-11-29T19_17_00,32
2021-11-29T19_32_00,32
2021-11-29T19_47_00,29
2021-11-29T20_02_00,30
2021-11-29T20_17_00,30
2021-11-29T20_32_00,25
2021-11-29T20_47_00,30
2021-11-29T21_02_00,29
2021-11-29T21_17_00,28
2021-11-29T21_32_00,25
2021-11-29T21_47_00,25
2021-11-29T22_02_00,19
2021-11-29T22_17_00,13
2021-11-29T22_32_00,10
2021-11-29T22_47_00,10
2021-11-29T23_02_00,11
2021-11-29T23_17_00,9
2021-11-29T23_32_00,10
2021-11-29T23_47_00,11
2021-11-30T00_02_00,9
2021-11-30T00_17_00,6
2021-11-30T00_32_00,7
2021-11-30T00_47_00,3
2021-11-30T05_47_00,6
2021-11-30T06_02_00,7
2021-11-30T06_17_00,10
2021-11-30T06_32_00,11
2021-11-30T06_47_00,12
2021-11-30T07_02_00,13
2021-11-30T07_17_00,12
2021-11-30T07_32_00,10
2021-11-30T07_47_00,12
2021-11-30T08_02_00,9
2021-11-30T08_17_00,21
2021-11-30T08_32_00,21
2021-11-30T08_47_00,22
2021-11-30T09_02_00,9
2021-11-30T09_17_00,11
2021-11-30T09_32_00,9
2021-11-30T09_47_00,21
2021-11-30T10_02_00,22
2021-11-30T10_17_00,19
2021-11-30T10_32_00,18
2021-11-30T10_47_00,35
2021-11-30T11_02_00,36
2021-11-30T11_17_00,19
2021-11-30T11_32_00,20
2021-11-30T11_47_00,34
2021-11-30T12_02_00,35
2021-11-30T12_17_00,38
2021-11-30T12_32_00,39
2021-11-30T12_47_00,41
2021-11-30T13_02_00,41
2021-11-30T13_17_00,39
2021-11-30T13_32_00,41
2021-11-30T13_47_00,40
2021-11-30T14_02_00,29
2021-11-30T14_17_00,27
2021-11-30T14_32_00,30
2021-11-30T14_47_00,27
2021-11-30T15_02_00,30
2021-11-30T15_17_00,28
2021-11-30T15_32_00,27
2021-11-30T15_47_00,25
2021-11-30T16_02_00,22
2021-11-30T16_17_00,24
2021-11-30T16_32_00,26
2021-11-30T16_47_00,29
2021-11-30T17_02_00,28
2021-11-30T17_17_00,25
2021-11-30T17_32_00,26
2021-11-30T17_47_00,30
2021-11-30T18_02_00,31
2021-11-30T18_17_00,30
2021-11-30T18_32_00,30
2021-11-30T18_47_00,22
2021-11-30T19_02_00,20
2021-11-30T19_17_00,19
2021-11-30T19_32_00,17
2021-11-30T19_47_00,19
2021-11-30T20_02_00,35
2021-11-30T20_17_00,47
2021-11-30T20_32_00,49
2021-11-30T20_47_00,50
2021-11-30T21_02_00,53
2021-11-30T21_17_00,60
2021-11-30T21_32_00,59
2021-11-30T21_47_00,54
2021-11-30T22_02_00,48
2021-11-30T22_17_00,46
2021-11-30T22_32_00,39
2021-11-30T22_47_00,46
2021-11-30T23_02_00,38
2021-11-30T23_17_00,28
2021-11-30T23_32_00,22
2021-11-30T23_47_00,20
2021-12-01T00_02_00,18
2021-12-01T00_17_00,17
2021-12-01T00_32_00,9
2021-12-01T00_47_00,12
2021-12-01T01_02_00,13
2021-12-01T01_17_00,10
2021-12-01T01_32_00,7
2021-12-01T01_47_00,8
2021-12-01T02_02_00,11
2021-12-01T02_17_00,10
2021-12-01T02_32_00,12
2021-12-01T02_47_00,8
2021-12-01T03_02_00,8
2021-12-01T03_17_00,8
2021-12-01T03_32_00,10
2021-12-01T03_47_00,12
2021-12-01T04_02_00,17
2021-12-01T04_17_00,19
2021-12-01T04_32_00,23
2021-12-01T04_47_00,30
2021-12-01T05_02_00,28
2021-12-01T05_17_00,27
2021-12-01T05_32_00,29
2021-12-01T05_47_00,31
2021-12-01T06_02_00,31
2021-12-01T06_17_00,37
2021-12-01T06_32_00,41
2021-12-01T06_47_00,35
2021-12-01T07_02_00,30
2021-12-01T07_17_00,24
2021-12-01T07_32_00,35
2021-12-01T07_47_00,39
2021-12-01T08_02_00,35
2021-12-01T08_17_00,36
2021-12-01T08_32_00,37
