Timestamp,Counts (55)
2021-12-13T00_47_00,16
2021-12-13T01_02_00,14
2021-12-13T01_17_00,16
2021-12-13T01_32_00,16
2021-12-13T01_47_00,10
2021-12-13T02_02_00,15
2021-12-13T02_17_00,19
2021-12-13T02_32_00,19
2021-12-13T02_47_00,18
2021-12-13T03_02_00,19
2021-12-13T03_17_00,17
2021-12-13T03_32_00,12
2021-12-13T03_47_00,10
2021-12-13T04_02_00,13
2021-12-13T04_17_00,12
2021-12-13T04_32_00,11
2021-12-13T04_47_00,18
2021-12-13T05_02_00,18
2021-12-13T05_17_00,19
2021-12-13T05_32_00,18
2021-12-13T05_47_00,16
2021-12-13T06_02_00,14
2021-12-13T06_17_00,22
2021-12-13T06_32_00,25
2021-12-13T06_47_00,23
2021-12-13T07_02_00,15
2021-12-13T07_17_00,17
2021-12-13T07_32_00,15
2021-12-13T07_47_00,21
2021-12-13T08_02_00,31
2021-12-13T08_17_00,29
2021-12-13T08_32_00,31
2021-12-13T08_47_00,30
2021-12-13T09_02_00,29
2021-12-13T09_17_00,27
2021-12-13T09_32_00,29
2021-12-13T09_47_00,28
2021-12-13T10_02_00,28
2021-12-13T10_17_00,26
2021-12-13T10_32_00,26
2021-12-13T10_47_00,29
2021-12-13T11_02_00,29
2021-12-13T11_17_00,28
2021-12-13T11_32_00,30
2021-12-13T11_47_00,29
2021-12-13T12_02_00,29
2021-12-13T12_17_00,27
2021-12-13T12_32_00,27
2021-12-13T12_47_00,27
2021-12-13T13_02_00,28
2021-12-13T13_17_00,27
2021-12-13T13_32_00,29
2021-12-13T13_47_00,33
2021-12-13T14_02_00,33
2021-12-13T14_17_00,36
2021-12-13T14_32_00,38
2021-12-13T14_47_00,38
2021-12-13T15_02_00,39
2021-12-13T15_17_00,37
2021-12-13T15_32_00,36
2021-12-13T15_47_00,36
2021-12-13T16_02_00,36
2021-12-13T16_17_00,34
2021-12-13T16_32_00,32
2021-12-13T16_47_00,13
2021-12-13T17_02_00,13
2021-12-13T17_17_00,16
2021-12-13T17_32_00,15
2021-12-13T17_47_00,31
2021-12-13T18_02_00,33
2021-12-13T18_17_00,32
2021-12-13T18_32_00,35
2021-12-13T18_47_00,32
2021-12-13T19_02_00,29
2021-12-13T19_17_00,34
2021-12-13T19_32_00,40
2021-12-13T19_47_00,46
2021-12-13T20_02_00,42
2021-12-13T20_17_00,47
2021-12-13T20_32_00,45
2021-12-13T20_47_00,47
2021-12-13T21_02_00,44
2021-12-13T21_17_00,41
2021-12-13T21_32_00,43
2021-12-13T21_47_00,45
2021-12-13T22_02_00,41
2021-12-13T22_17_00,42
2021-12-13T22_32_00,38
2021-12-13T22_47_00,31
2021-12-13T23_02_00,32
2021-12-13T23_17_00,30
2021-12-13T23_32_00,25
2021-12-13T23_47_00,24
2021-12-14T00_02_00,19
2021-12-14T00_17_00,19
2021-12-14T00_32_00,16
2021-12-14T00_47_00,11
2021-12-14T01_02_00,12
2021-12-14T01_17_00,15
2021-12-14T01_32_00,13
2021-12-14T01_47_00,16
2021-12-14T02_02_00,17
2021-12-14T02_17_00,20
2021-12-14T02_32_00,20
2021-12-14T02_47_00,19
2021-12-14T03_02_00,19
2021-12-14T03_17_00,15
2021-12-14T03_32_00,15
2021-12-14T03_47_00,17
2021-12-14T04_02_00,19
2021-12-14T04_17_00,20
2021-12-14T04_32_00,26
2021-12-14T04_47_00,32
2021-12-14T05_02_00,33
2021-12-14T05_17_00,30
2021-12-14T05_32_00,30
2021-12-14T05_47_00,33
2021-12-14T06_02_00,36
2021-12-14T06_17_00,36
2021-12-14T06_32_00,34
2021-12-14T06_47_00,31
2021-12-14T07_02_00,27
2021-12-14T07_17_00,18
2021-12-14T07_32_00,8
2021-12-14T07_47_00,14
2021-12-14T08_02_00,12
2021-12-14T08_17_00,16
2021-12-14T08_32_00,11
2021-12-14T08_47_00,11
2021-12-14T09_02_00,18
2021-12-14T09_17_00,18
2021-12-14T09_32_00,20
2021-12-14T09_47_00,18
2021-12-14T10_02_00,22
2021-12-14T10_17_00,21
2021-12-14T10_32_00,23
2021-12-14T10_47_00,19
2021-12-14T11_02_00,20
2021-12-14T11_17_00,25
2021-12-14T11_32_00,27
2021-12-14T11_47_00,25
2021-12-14T12_02_00,28
2021-12-14T12_17_00,29
2021-12-14T12_32_00,29
2021-12-14T12_47_00,30
2021-12-14T13_02_00,27
2021-12-14T13_17_00,31
2021-12-14T13_32_00,31
2021-12-14T13_47_00,27
2021-12-14T14_02_00,30
2021-12-14T14_17_00,30
2021-12-14T14_32_00,24
2021-12-14T14_47_00,28
2021-12-14T15_02_00,31
2021-12-14T15_17_00,30
2021-12-14T15_32_00,29
2021-12-14T15_47_00,28
2021-12-14T16_02_00,28
2021-12-14T16_17_00,28
2021-12-14T16_32_00,29
2021-12-14T16_47_00,32
2021-12-14T17_02_00,30
2021-12-14T17_17_00,31
2021-12-14T17_32_00,28
2021-12-14T17_47_00,25
2021-12-14T18_02_00,30
2021-12-14T18_17_00,27
2021-12-14T18_32_00,30
2021-12-14T18_47_00,29
2021-12-14T19_02_00,27
2021-12-14T19_17_00,25
2021-12-14T19_32_00,21
2021-12-14T19_47_00,21
2021-12-14T20_02_00,21
2021-12-14T20_17_00,23
2021-12-14T20_32_00,28
2021-12-14T20_47_00,28
2021-12-14T21_02_00,28
2021-12-14T21_17_00,27
2021-12-14T21_32_00,27
2021-12-14T21_47_00,24
2021-12-14T22_02_00,20
2021-12-14T22_17_00,21
2021-12-14T22_32_00,23
2021-12-14T22_47_00,26
2021-12-14T23_02_00,22
2021-12-14T23_17_00,19
2021-12-14T23_32_00,17
2021-12-14T23_47_00,19
2021-12-15T00_02_00,18
2021-12-15T00_17_00,18
2021-12-15T00_32_00,13
2021-12-15T00_47_00,2
2021-12-15T01_02_00,9
2021-12-15T01_17_00,10
2021-12-15T01_32_00,14
2021-12-15T01_47_00,14
2021-12-15T02_02_00,13
2021-12-15T02_17_00,13
2021-12-15T02_32_00,15
2021-12-15T02_47_00,14
2021-12-15T03_02_00,14
2021-12-15T03_17_00,12
2021-12-15T03_32_00,11
2021-12-15T03_47_00,12
2021-12-15T04_02_00,14
2021-12-15T04_17_00,9
2021-12-15T04_32_00,9
2021-12-15T04_47_00,10
2021-12-15T05_02_00,10
2021-12-15T05_17_00,12
2021-12-15T05_32_00,10
2021-12-15T05_47_00,11
2021-12-15T06_02_00,10
2021-12-15T06_17_00,9
2021-12-15T06_32_00,8
2021-12-15T06_47_00,7
2021-12-15T07_02_00,8
2021-12-15T07_17_00,5
2021-12-15T07_32_00,13
2021-12-15T07_47_00,18
2021-12-15T08_02_00,22
2021-12-15T08_17_00,20
2021-12-15T08_32_00,25
2021-12-15T08_47_00,26
2021-12-15T09_02_00,25
2021-12-15T09_17_00,24
2021-12-15T09_32_00,27
2021-12-15T09_47_00,31
2021-12-15T10_02_00,29
2021-12-15T10_17_00,26
2021-12-15T10_32_00,20
2021-12-15T10_47_00,29
2021-12-15T11_02_00,32
2021-12-15T11_17_00,38
2021-12-15T11_32_00,37
2021-12-15T11_47_00,35
2021-12-15T12_02_00,37
2021-12-15T12_17_00,39
2021-12-15T12_32_00,40
2021-12-15T12_47_00,41
2021-12-15T13_02_00,40
2021-12-15T13_17_00,38
2021-12-15T13_32_00,38
2021-12-15T13_47_00,36
2021-12-15T14_02_00,31
2021-12-15T14_17_00,32
2021-12-15T14_32_00,32
2021-12-15T14_47_00,12
2021-12-15T15_02_00,26
2021-12-15T15_17_00,28
2021-12-15T15_32_00,28
2021-12-15T15_47_00,18
2021-12-15T16_02_00,25
2021-12-15T16_17_00,28
2021-12-15T16_32_00,29
2021-12-15T16_47_00,34
2021-12-15T17_02_00,34
2021-12-15T17_17_00,33
2021-12-15T17_32_00,27
2021-12-15T17_47_00,34
2021-12-15T18_02_00,35
2021-12-15T18_17_00,32
2021-12-15T18_32_00,30
2021-12-15T18_47_00,30
2021-12-15T19_02_00,28
2021-12-15T19_17_00,29
2021-12-15T19_32_00,27
2021-12-15T19_47_00,24
2021-12-15T20_02_00,23
2021-12-15T20_17_00,22
2021-12-15T20_32_00,23
2021-12-15T20_47_00,25
2021-12-15T21_02_00,27
2021-12-15T21_17_00,23
2021-12-15T21_32_00,19
2021-12-15T21_47_00,19
2021-12-15T22_02_00,17
2021-12-15T22_17_00,12
2021-12-15T22_32_00,10
2021-12-15T22_47_00,9
2021-12-15T23_02_00,9
2021-12-15T23_17_00,8
2021-12-15T23_32_00,8
2021-12-15T23_47_00,7
2021-12-16T00_02_00,8
2021-12-16T00_17_00,9
2021-12-16T00_32_00,9
2021-12-16T00_47_00,6
2021-12-16T01_02_00,8
2021-12-16T01_17_00,8
2021-12-16T01_32_00,8
2021-12-16T01_47_00,10
2021-12-16T02_02_00,14
2021-12-16T02_17_00,15
2021-12-16T02_32_00,16
2021-12-16T02_47_00,16
2021-12-16T03_02_00,16
2021-12-16T03_17_00,17
2021-12-16T03_32_00,15
2021-12-16T03_47_00,19
2021-12-16T04_02_00,22
2021-12-16T04_17_00,12
2021-12-16T04_32_00,24
2021-12-16T04_47_00,26
2021-12-16T05_02_00,28
2021-12-16T05_17_00,27
2021-12-16T05_32_00,26
2021-12-16T05_47_00,19
2021-12-16T06_02_00,20
2021-12-16T06_17_00,18
2021-12-16T06_32_00,19
2021-12-16T06_47_00,19
2021-12-16T07_02_00,12
2021-12-16T07_17_00,17
2021-12-16T07_32_00,21
2021-12-16T07_47_00,27
2021-12-16T08_02_00,31
2021-12-16T08_17_00,31
2021-12-16T08_32_00,32
2021-12-16T08_47_00,13
2021-12-16T09_02_00,22
2021-12-16T09_17_00,21
2021-12-16T09_32_00,22
2021-12-16T09_47_00,30
2021-12-16T10_02_00,33
2021-12-16T10_17_00,33
2021-12-16T10_32_00,32
2021-12-16T10_47_00,17
2021-12-16T11_02_00,16
2021-12-16T11_17_00,25
2021-12-16T11_32_00,25
2021-12-16T11_47_00,21
2021-12-16T12_02_00,22
2021-12-16T12_17_00,21
2021-12-16T12_32_00,21
2021-12-16T12_47_00,17
2021-12-16T13_02_00,14
2021-12-16T13_17_00,17
2021-12-16T13_32_00,16
2021-12-16T13_47_00,14
2021-12-16T14_02_00,12
2021-12-16T14_17_00,12
2021-12-16T14_32_00,6
2021-12-16T14_47_00,7
2021-12-16T15_02_00,10
2021-12-16T15_17_00,9
2021-12-16T15_32_00,2
2021-12-16T15_47_00,6
2021-12-16T16_02_00,6
2021-12-16T16_17_00,3
2021-12-16T16_32_00,2
2021-12-16T16_47_00,4
2021-12-16T17_02_00,3
2021-12-16T17_17_00,4
2021-12-16T17_32_00,8
2021-12-16T17_47_00,8
2021-12-16T18_02_00,8
2021-12-16T18_17_00,7
2021-12-16T18_32_00,6
2021-12-16T18_47_00,7
2021-12-16T19_02_00,9
2021-12-16T19_17_00,10
2021-12-16T19_32_00,10
2021-12-16T19_47_00,9
2021-12-16T20_02_00,11
2021-12-16T20_17_00,12
2021-12-16T20_32_00,12
2021-12-16T20_47_00,11
2021-12-16T21_02_00,11
2021-12-16T21_17_00,15
2021-12-16T21_32_00,14
2021-12-16T21_47_00,12
2021-12-16T22_02_00,12
2021-12-16T22_17_00,12
2021-12-16T22_32_00,12
2021-12-16T22_47_00,13
2021-12-16T23_02_00,14
2021-12-16T23_17_00,12
2021-12-16T23_32_00,14
2021-12-16T23_47_00,12
2021-12-17T00_02_00,13
2021-12-17T00_17_00,11
2021-12-17T00_32_00,14
2021-12-17T00_47_00,14
2021-12-17T01_02_00,16
2021-12-17T01_17_00,23
2021-12-17T01_32_00,22
2021-12-17T01_47_00,17
2021-12-17T02_02_00,18
2021-12-17T02_17_00,18
2021-12-17T02_32_00,22
2021-12-17T02_47_00,20
2021-12-17T03_02_00,20
2021-12-17T03_17_00,9
2021-12-17T03_32_00,1
2021-12-17T03_47_00,2
2021-12-17T04_02_00,11
2021-12-17T04_17_00,13
2021-12-17T04_32_00,10
2021-12-17T04_47_00,14
2021-12-17T05_02_00,13
2021-12-17T05_17_00,15
2021-12-17T05_32_00,16
2021-12-17T05_47_00,14
2021-12-17T06_02_00,17
2021-12-17T06_17_00,19
2021-12-17T06_32_00,25
2021-12-17T06_47_00,26
2021-12-17T07_02_00,29
2021-12-17T07_17_00,21
2021-12-17T07_32_00,25
2021-12-17T07_47_00,34
2021-12-17T08_02_00,36
2021-12-17T08_17_00,41
2021-12-17T08_32_00,39
2021-12-17T08_47_00,39
2021-12-17T09_02_00,41
2021-12-17T09_17_00,40
2021-12-17T09_32_00,44
2021-12-17T09_47_00,44
2021-12-17T10_02_00,42
2021-12-17T10_17_00,42
2021-12-17T10_32_00,38
2021-12-17T10_47_00,39
2021-12-17T11_02_00,39
2021-12-17T11_17_00,39
2021-12-17T11_32_00,43
2021-12-17T11_47_00,42
2021-12-17T12_02_00,39
2021-12-17T12_17_00,45
2021-12-17T12_32_00,40
2021-12-17T12_47_00,42
2021-12-17T13_02_00,41
2021-12-17T13_17_00,43
2021-12-17T13_32_00,45
2021-12-17T13_47_00,47
2021-12-17T14_02_00,44
2021-12-17T14_17_00,39
2021-12-17T14_32_00,39
2021-12-17T14_47_00,41
2021-12-17T15_02_00,46
2021-12-17T15_17_00,46
2021-12-17T15_32_00,45
2021-12-17T15_47_00,43
2021-12-17T16_02_00,42
2021-12-17T16_17_00,36
2021-12-17T16_32_00,37
2021-12-17T16_47_00,38
2021-12-17T17_02_00,38
2021-12-17T17_17_00,40
2021-12-17T17_32_00,38
2021-12-17T17_47_00,43
2021-12-17T18_02_00,40
2021-12-17T18_17_00,39
2021-12-17T18_32_00,41
2021-12-17T18_47_00,43
2021-12-17T19_02_00,46
2021-12-17T19_17_00,42
2021-12-17T19_32_00,43
2021-12-17T19_47_00,40
2021-12-17T20_02_00,41
2021-12-17T20_17_00,43
2021-12-17T20_32_00,43
2021-12-17T20_47_00,45
2021-12-17T21_02_00,45
2021-12-17T21_17_00,43
2021-12-17T21_32_00,39
2021-12-17T21_47_00,43
2021-12-17T22_02_00,52
2021-12-17T22_17_00,45
2021-12-17T22_32_00,43
2021-12-17T22_47_00,37
2021-12-17T23_02_00,34
2021-12-17T23_17_00,34
2021-12-17T23_32_00,28
2021-12-17T23_47_00,22
2021-12-18T00_02_00,19
2021-12-18T00_17_00,16
2021-12-18T00_32_00,13
2021-12-18T00_47_00,8
2021-12-18T01_02_00,13
2021-12-18T01_17_00,13
2021-12-18T01_32_00,14
2021-12-18T01_47_00,16
2021-12-18T02_02_00,15
2021-12-18T02_17_00,16
2021-12-18T02_32_00,18
2021-12-18T02_47_00,16
2021-12-18T03_02_00,15
2021-12-18T03_17_00,13
2021-12-18T03_32_00,9
2021-12-18T03_47_00,10
2021-12-18T04_02_00,11
2021-12-18T04_17_00,13
2021-12-18T04_32_00,19
2021-12-18T04_47_00,29
2021-12-18T05_02_00,31
2021-12-18T05_17_00,31
2021-12-18T05_32_00,39
2021-12-18T05_47_00,43
2021-12-18T06_02_00,42
2021-12-18T06_17_00,44
2021-12-18T06_32_00,43
2021-12-18T06_47_00,40
2021-12-18T07_02_00,45
2021-12-18T07_17_00,35
2021-12-18T07_32_00,31
2021-12-18T07_47_00,29
2021-12-18T08_02_00,32
2021-12-18T08_17_00,33
2021-12-18T08_32_00,38
2021-12-18T08_47_00,36
2021-12-18T09_02_00,38
2021-12-18T09_17_00,39
2021-12-18T09_32_00,38
2021-12-18T09_47_00,36
2021-12-18T10_02_00,35
2021-12-18T10_17_00,30
2021-12-18T10_32_00,30
2021-12-18T10_47_00,34
2021-12-18T11_02_00,35
2021-12-18T11_17_00,33
2021-12-18T11_32_00,31
2021-12-18T11_47_00,32
2021-12-18T12_02_00,36
2021-12-18T12_17_00,38
2021-12-18T12_32_00,38
2021-12-18T12_47_00,36
2021-12-18T13_02_00,39
2021-12-18T13_17_00,39
2021-12-18T13_32_00,42
2021-12-18T13_47_00,46
2021-12-18T14_02_00,44
2021-12-18T14_17_00,42
2021-12-18T14_32_00,43
2021-12-18T14_47_00,43
2021-12-18T15_02_00,43
2021-12-18T15_17_00,45
2021-12-18T15_32_00,45
2021-12-18T15_47_00,44
2021-12-18T16_02_00,41
2021-12-18T16_17_00,41
2021-12-18T16_32_00,42
2021-12-18T16_47_00,43
2021-12-18T17_02_00,41
2021-12-18T17_17_00,40
2021-12-18T17_32_00,42
2021-12-18T17_47_00,39
2021-12-18T18_02_00,37
2021-12-18T18_17_00,47
2021-12-18T18_32_00,46
2021-12-18T18_47_00,41
2021-12-18T19_02_00,38
2021-12-18T19_17_00,37
2021-12-18T19_32_00,39
2021-12-18T19_47_00,40
2021-12-18T20_02_00,41
2021-12-18T20_17_00,42
2021-12-18T20_32_00,46
2021-12-18T20_47_00,46
2021-12-18T21_02_00,41
2021-12-18T21_17_00,42
2021-12-18T21_32_00,42
2021-12-18T21_47_00,41
2021-12-18T22_02_00,47
2021-12-18T22_17_00,40
2021-12-18T22_32_00,38
2021-12-18T22_47_00,38
2021-12-18T23_02_00,26
2021-12-18T23_17_00,21
2021-12-18T23_32_00,20
2021-12-18T23_47_00,21
2021-12-19T00_02_00,17
2021-12-19T00_17_00,6
2021-12-19T00_32_00,4
2021-12-19T00_47_00,6
2021-12-19T01_02_00,5
2021-12-19T01_17_00,13
2021-12-19T01_32_00,12
2021-12-19T01_47_00,5
2021-12-19T02_02_00,14
2021-12-19T02_17_00,14
2021-12-19T02_32_00,12
2021-12-19T02_47_00,14
2021-12-19T03_02_00,9
2021-12-19T03_17_00,4
2021-12-19T03_32_00,6
2021-12-19T03_47_00,9
2021-12-19T04_02_00,12
2021-12-19T04_17_00,13
2021-12-19T04_32_00,10
2021-12-19T04_47_00,21
2021-12-19T05_02_00,20
2021-12-19T05_17_00,17
2021-12-19T05_32_00,32
2021-12-19T05_47_00,35
2021-12-19T06_02_00,33
2021-12-19T06_17_00,31
2021-12-19T06_32_00,32
2021-12-19T06_47_00,25
2021-12-19T07_02_00,21
2021-12-19T07_17_00,24
2021-12-19T07_32_00,17
2021-12-19T07_47_00,25
2021-12-19T08_02_00,23
2021-12-19T08_17_00,25
2021-12-19T08_32_00,26
2021-12-19T08_47_00,23
2021-12-19T09_02_00,16
2021-12-19T09_17_00,16
2021-12-19T09_32_00,6
2021-12-19T09_47_00,20
2021-12-19T10_02_00,23
2021-12-19T10_17_00,28
2021-12-19T10_32_00,27
2021-12-19T10_47_00,29
2021-12-19T11_02_00,33
2021-12-19T11_17_00,34
2021-12-19T11_32_00,35
2021-12-19T11_47_00,35
2021-12-19T12_02_00,36
2021-12-19T12_17_00,35
2021-12-19T12_32_00,35
2021-12-19T12_47_00,34
2021-12-19T13_02_00,33
2021-12-19T13_17_00,41
2021-12-19T13_32_00,41
2021-12-19T13_47_00,42
2021-12-19T14_02_00,38
2021-12-19T14_17_00,33
2021-12-19T14_32_00,35
2021-12-19T14_47_00,41
2021-12-19T15_02_00,39
2021-12-19T15_17_00,41
2021-12-19T15_32_00,44
2021-12-19T15_47_00,39
2021-12-19T16_02_00,38
2021-12-19T16_17_00,40
2021-12-19T16_32_00,38
2021-12-19T16_47_00,32
2021-12-19T17_02_00,37
2021-12-19T17_17_00,34
2021-12-19T17_32_00,38
2021-12-19T17_47_00,37
2021-12-19T18_02_00,36
2021-12-19T18_17_00,36
2021-12-19T18_32_00,38
2021-12-19T18_47_00,34
2021-12-19T19_02_00,32
2021-12-19T19_17_00,30
2021-12-19T19_32_00,31
2021-12-19T19_47_00,29
2021-12-19T20_02_00,34
2021-12-19T20_17_00,36
2021-12-19T20_32_00,39
2021-12-19T20_47_00,39
2021-12-19T21_02_00,38
2021-12-19T21_17_00,34
2021-12-19T21_32_00,39
2021-12-19T21_47_00,38
2021-12-19T22_02_00,37
2021-12-19T22_17_00,32
2021-12-19T22_32_00,34
2021-12-19T22_47_00,32
2021-12-19T23_02_00,28
2021-12-19T23_17_00,27
2021-12-19T23_32_00,24
2021-12-19T23_47_00,19
2021-12-20T00_02_00,20
2021-12-20T00_17_00,18
2021-12-20T00_32_00,11
2021-12-20T00_47_00,6
2021-12-20T01_02_00,8
2021-12-20T01_17_00,11
2021-12-20T01_32_00,10
2021-12-20T01_47_00,10
2021-12-20T02_02_00,9
2021-12-20T02_17_00,9
2021-12-20T02_32_00,11
2021-12-20T02_47_00,10
2021-12-20T03_02_00,12
2021-12-20T03_17_00,10
2021-12-20T03_32_00,11
2021-12-20T03_47_00,11
2021-12-20T04_02_00,11
2021-12-20T04_17_00,12
2021-12-20T04_32_00,12
2021-12-20T04_47_00,15
2021-12-20T05_02_00,19
2021-12-20T05_17_00,25
2021-12-20T05_32_00,30
2021-12-20T05_47_00,31
2021-12-20T06_02_00,29
2021-12-20T06_17_00,28
2021-12-20T06_32_00,25
2021-12-20T06_47_00,29
2021-12-20T07_02_00,29
2021-12-20T07_17_00,31
2021-12-20T07_32_00,32
2021-12-20T07_47_00,30
2021-12-20T08_02_00,33
2021-12-20T08_17_00,34
2021-12-20T08_32_00,34
2021-12-20T08_47_00,36
2021-12-20T09_02_00,35
2021-12-20T09_17_00,34
2021-12-20T09_32_00,34
2021-12-20T09_47_00,31
2021-12-20T10_02_00,27
2021-12-20T10_17_00,36
2021-12-20T10_32_00,37
2021-12-20T10_47_00,37
2021-12-20T11_02_00,36
2021-12-20T11_17_00,39
2021-12-20T11_32_00,41
2021-12-20T11_47_00,41
2021-12-20T12_02_00,44
2021-12-20T12_17_00,45
2021-12-20T12_32_00,46
2021-12-20T12_47_00,41
2021-12-20T13_02_00,48
2021-12-20T13_17_00,54
2021-12-20T13_32_00,54
2021-12-20T13_47_00,45
2021-12-20T14_02_00,46
2021-12-20T14_17_00,42
2021-12-20T14_32_00,45
2021-12-20T14_47_00,45
2021-12-20T15_02_00,45
2021-12-20T15_17_00,41
2021-12-20T15_32_00,45
2021-12-20T15_47_00,42
2021-12-20T16_02_00,29
2021-12-20T16_17_00,36
2021-12-20T16_32_00,38
2021-12-20T16_47_00,37
2021-12-20T17_02_00,39
2021-12-20T17_17_00,42
2021-12-20T17_32_00,39
2021-12-20T17_47_00,41
2021-12-20T18_02_00,40
2021-12-20T18_17_00,39
2021-12-20T18_32_00,38
2021-12-20T18_47_00,38
2021-12-20T19_02_00,33
2021-12-20T19_17_00,30
2021-12-20T19_32_00,30
2021-12-20T19_47_00,33
2021-12-20T20_02_00,33
2021-12-20T20_17_00,35
2021-12-20T20_32_00,39
2021-12-20T20_47_00,35
2021-12-20T21_02_00,28
2021-12-20T21_17_00,28
2021-12-20T21_32_00,25
2021-12-20T21_47_00,29
2021-12-20T22_02_00,29
2021-12-20T22_17_00,24
2021-12-20T22_32_00,23
2021-12-20T22_47_00,23
2021-12-20T23_02_00,23
2021-12-20T23_17_00,18
2021-12-20T23_32_00,12
2021-12-20T23_47_00,11
2021-12-21T00_02_00,12
2021-12-21T00_17_00,12
2021-12-21T00_32_00,8
2021-12-21T00_47_00,7
2021-12-21T01_02_00,10
2021-12-21T01_17_00,14
2021-12-21T01_32_00,16
2021-12-21T01_47_00,14
2021-12-21T02_02_00,13
2021-12-21T02_17_00,12
2021-12-21T02_32_00,16
2021-12-21T02_47_00,13
2021-12-21T03_02_00,11
2021-12-21T03_17_00,7
2021-12-21T03_32_00,8
2021-12-21T03_47_00,11
2021-12-21T04_02_00,9
2021-12-21T04_17_00,15
2021-12-21T04_32_00,26
2021-12-21T04_47_00,55
2021-12-21T05_02_00,60
2021-12-21T05_17_00,55
2021-12-21T05_32_00,56
2021-12-21T05_47_00,54
2021-12-21T06_02_00,34
2021-12-21T06_17_00,23
2021-12-21T06_32_00,18
2021-12-21T06_47_00,17
2021-12-21T07_02_00,19
2021-12-21T07_17_00,17
2021-12-21T07_32_00,20
2021-12-21T07_47_00,19
2021-12-21T08_02_00,21
2021-12-21T08_17_00,23
2021-12-21T08_32_00,29
2021-12-21T08_47_00,33
2021-12-21T09_02_00,35
2021-12-21T09_17_00,32
2021-12-21T09_32_00,28
2021-12-21T09_47_00,24
2021-12-21T10_02_00,27
2021-12-21T10_17_00,28
2021-12-21T10_32_00,25
2021-12-21T10_47_00,24
2021-12-21T11_02_00,24
2021-12-21T11_17_00,27
2021-12-21T11_32_00,28
2021-12-21T11_47_00,26
2021-12-21T12_02_00,28
2021-12-21T12_17_00,36
2021-12-21T12_32_00,35
2021-12-21T12_47_00,35
2021-12-21T13_02_00,45
2021-12-21T13_17_00,46
2021-12-21T13_32_00,47
2021-12-21T13_47_00,41
2021-12-21T14_02_00,43
2021-12-21T14_17_00,50
2021-12-21T14_32_00,50
2021-12-21T14_47_00,49
2021-12-21T15_02_00,45
2021-12-21T15_17_00,37
2021-12-21T15_32_00,45
2021-12-21T15_47_00,46
2021-12-21T16_02_00,43
2021-12-21T16_17_00,37
2021-12-21T16_32_00,37
2021-12-21T16_47_00,40
2021-12-21T17_02_00,42
2021-12-21T17_17_00,47
2021-12-21T17_32_00,46
2021-12-21T17_47_00,44
2021-12-21T18_02_00,40
2021-12-21T18_17_00,30
2021-12-21T18_32_00,35
2021-12-21T18_47_00,33
2021-12-21T19_02_00,33
2021-12-21T19_17_00,30
2021-12-21T19_32_00,30
2021-12-21T19_47_00,29
2021-12-21T20_02_00,29
2021-12-21T20_17_00,26
2021-12-21T20_32_00,22
2021-12-21T20_47_00,22
2021-12-21T21_02_00,23
2021-12-21T21_17_00,22
2021-12-21T21_32_00,23
2021-12-21T21_47_00,29
2021-12-21T22_02_00,36
2021-12-21T22_17_00,24
2021-12-21T22_32_00,39
2021-12-21T22_47_00,36
2021-12-21T23_02_00,16
2021-12-21T23_17_00,23
2021-12-21T23_32_00,24
2021-12-21T23_47_00,21
2021-12-22T00_02_00,12
2021-12-22T00_17_00,16
2021-12-22T00_32_00,16
2021-12-22T00_47_00,14
2021-12-22T01_02_00,8
2021-12-22T01_17_00,9
2021-12-22T01_32_00,6
2021-12-22T01_47_00,7
2021-12-22T02_02_00,6
2021-12-22T02_17_00,1
2021-12-22T02_32_00,1
2021-12-22T02_47_00,7
2021-12-22T03_02_00,9
2021-12-22T03_17_00,7
2021-12-22T03_32_00,4
2021-12-22T03_47_00,5
2021-12-22T04_02_00,3
2021-12-22T04_17_00,1
2021-12-22T04_32_00,17
2021-12-22T04_47_00,24
2021-12-22T05_02_00,34
2021-12-22T05_17_00,39
2021-12-22T05_32_00,36
2021-12-22T05_47_00,26
2021-12-22T06_02_00,12
2021-12-22T06_17_00,25
2021-12-22T06_32_00,21
2021-12-22T06_47_00,13
2021-12-22T07_02_00,6
2021-12-22T16_02_00,7
2021-12-22T16_17_00,1
2021-12-22T16_32_00,39
2021-12-22T16_47_00,44
2021-12-22T17_02_00,40
2021-12-22T17_17_00,41
2021-12-22T17_32_00,40
2021-12-22T17_47_00,31
2021-12-22T18_02_00,28
2021-12-22T18_17_00,26
2021-12-22T18_32_00,32
2021-12-22T18_47_00,34
2021-12-22T19_02_00,33
2021-12-22T19_17_00,31
2021-12-22T19_32_00,29
2021-12-22T19_47_00,27
2021-12-22T20_02_00,22
2021-12-22T20_17_00,34
2021-12-22T20_32_00,42
2021-12-22T20_47_00,39
2021-12-22T21_02_00,33
2021-12-22T21_17_00,27
2021-12-22T21_32_00,28
2021-12-22T21_47_00,36
2021-12-22T22_02_00,38
2021-12-22T22_17_00,39
2021-12-22T22_32_00,37
2021-12-22T22_47_00,27
2021-12-22T23_02_00,24
2021-12-22T23_17_00,19
2021-12-22T23_32_00,18
2021-12-22T23_47_00,16
2021-12-23T00_02_00,10
2021-12-23T00_17_00,2
2021-12-23T00_32_00,7
2021-12-23T00_47_00,5
2021-12-23T01_02_00,4
2021-12-23T01_17_00,3
2021-12-23T01_32_00,2
2021-12-23T01_47_00,3
2021-12-23T02_02_00,3
2021-12-23T02_17_00,4
