Timestamp,Counts (50%)
2021-11-29T21_02_34,32
2021-11-29T21_17_34,30
2021-11-29T21_32_34,25
2021-11-29T21_47_34,25
2021-11-29T22_02_34,22
2021-11-29T22_17_34,13
2021-11-29T22_32_34,12
2021-11-29T22_47_34,13
2021-11-29T23_02_34,11
2021-11-29T23_17_34,9
2021-11-29T23_32_34,9
2021-11-29T23_47_34,10
2021-11-30T00_02_34,10
2021-11-30T00_17_34,8
2021-11-30T00_32_34,10
2021-11-30T00_47_34,5
2021-11-30T05_47_35,23
2021-11-30T06_02_35,24
2021-11-30T06_17_35,17
2021-11-30T06_32_35,19
2021-11-30T06_47_35,18
2021-11-30T07_02_35,41
2021-11-30T07_17_35,47
2021-11-30T07_32_35,39
2021-11-30T07_47_35,41
2021-11-30T08_02_35,32
2021-11-30T08_17_35,29
2021-11-30T08_32_35,29
2021-11-30T08_47_35,30
2021-11-30T09_02_35,22
2021-11-30T09_17_35,23
2021-11-30T09_32_35,20
2021-11-30T09_47_35,21
2021-11-30T10_02_35,25
2021-11-30T10_17_35,22
2021-11-30T10_32_35,21
2021-11-30T10_47_35,37
2021-11-30T11_02_30,38
2021-11-30T11_17_35,23
2021-11-30T11_32_35,24
2021-11-30T11_47_35,35
2021-11-30T12_02_35,41
2021-11-30T12_17_35,42
2021-11-30T12_32_35,42
2021-11-30T12_47_35,44
2021-11-30T13_02_35,46
2021-11-30T13_17_35,46
2021-11-30T13_32_35,50
2021-11-30T13_47_35,45
2021-11-30T14_02_35,33
2021-11-30T14_17_35,29
2021-11-30T14_32_35,31
2021-11-30T14_47_35,26
2021-11-30T15_02_35,32
2021-11-30T15_17_35,32
2021-11-30T15_32_35,28
2021-11-30T15_47_35,27
2021-11-30T16_02_35,23
2021-11-30T16_17_35,28
2021-11-30T16_32_35,28
2021-11-30T16_47_35,29
2021-11-30T17_02_35,28
2021-11-30T17_17_35,29
2021-11-30T17_32_35,28
2021-11-30T17_47_35,30
2021-11-30T18_02_35,31
2021-11-30T18_17_35,33
2021-11-30T18_32_35,33
2021-11-30T18_47_35,28
2021-11-30T19_02_35,25
2021-11-30T19_17_35,23
2021-11-30T19_32_35,20
2021-11-30T19_47_35,20
2021-11-30T20_02_35,52
2021-11-30T20_17_35,59
2021-11-30T20_32_35,61
2021-11-30T20_47_35,68
2021-11-30T21_02_35,75
2021-11-30T21_17_35,72
2021-11-30T21_32_35,72
2021-11-30T21_47_35,69
2021-11-30T22_02_35,68
2021-11-30T22_17_35,57
2021-11-30T22_32_35,53
2021-11-30T22_47_35,58
2021-11-30T23_02_35,46
2021-11-30T23_17_35,42
2021-11-30T23_32_35,36
2021-11-30T23_47_35,33
2021-12-01T00_02_35,28
2021-12-01T00_17_35,32
2021-12-01T00_32_35,25
2021-12-01T00_47_35,29
2021-12-01T01_02_35,23
2021-12-01T01_17_35,27
2021-12-01T01_32_35,25
2021-12-01T01_47_36,28
2021-12-01T02_02_36,24
2021-12-01T02_17_36,24
2021-12-01T02_32_36,27
2021-12-01T02_47_36,29
2021-12-01T03_02_36,31
2021-12-01T03_17_36,31
2021-12-01T03_32_36,31
2021-12-01T03_47_36,34
2021-12-01T04_02_36,35
2021-12-01T04_17_36,39
2021-12-01T04_32_36,43
2021-12-01T04_47_36,50
2021-12-01T05_02_36,38
2021-12-01T05_17_36,29
2021-12-01T05_32_36,32
2021-12-01T05_47_36,40
2021-12-01T06_02_36,43
2021-12-01T06_17_36,55
2021-12-01T06_32_36,55
2021-12-01T06_47_36,54
2021-12-01T07_02_36,45
2021-12-01T07_17_36,37
