Timestamp,Counts (50%)
2021-12-13T14_17_53,41
2021-12-13T14_32_53,41
2021-12-13T14_47_53,43
2021-12-13T15_02_53,46
2021-12-13T15_17_53,46
2021-12-13T15_32_53,44
2021-12-13T15_47_53,44
2021-12-13T16_02_53,43
2021-12-13T16_17_53,42
2021-12-13T16_32_53,38
2021-12-13T16_47_53,25
2021-12-13T17_02_53,25
2021-12-13T17_17_53,24
2021-12-13T17_32_53,25
2021-12-13T17_47_53,34
2021-12-13T18_02_53,39
2021-12-13T18_17_53,41
2021-12-13T18_32_53,40
2021-12-13T18_47_53,41
2021-12-13T19_02_53,34
2021-12-13T19_17_53,36
2021-12-13T19_32_53,44
2021-12-13T19_47_53,50
2021-12-13T20_02_53,48
2021-12-13T20_17_53,50
2021-12-13T20_32_53,52
2021-12-13T20_47_53,52
2021-12-13T21_02_53,55
2021-12-13T21_17_53,56
2021-12-13T21_32_53,57
2021-12-13T21_47_53,54
2021-12-13T22_02_53,50
2021-12-13T22_17_53,52
2021-12-13T22_32_53,47
2021-12-13T22_47_53,42
2021-12-13T23_02_53,43
2021-12-13T23_17_53,47
2021-12-13T23_32_53,42
2021-12-13T23_47_53,39
2021-12-14T00_02_53,32
2021-12-14T00_17_53,33
2021-12-14T00_32_53,31
2021-12-14T00_47_53,34
2021-12-14T01_02_53,31
2021-12-14T01_17_53,31
2021-12-14T01_32_53,33
2021-12-14T01_47_53,35
2021-12-14T02_02_53,33
2021-12-14T02_17_53,33
2021-12-14T02_32_53,35
2021-12-14T02_47_53,36
2021-12-14T03_02_53,35
2021-12-14T03_17_53,40
2021-12-14T03_32_53,38
2021-12-14T03_47_54,40
2021-12-14T04_02_54,38
2021-12-14T04_17_54,38
2021-12-14T04_32_54,40
2021-12-14T04_47_54,42
2021-12-14T05_02_54,43
2021-12-14T05_17_54,39
2021-12-14T05_32_54,38
2021-12-14T05_47_54,38
2021-12-14T06_02_54,49
2021-12-14T06_17_54,51
2021-12-14T06_32_54,49
2021-12-14T06_47_54,46
2021-12-14T07_02_54,48
2021-12-14T07_17_54,44
2021-12-14T07_32_54,34
2021-12-14T07_47_54,33
2021-12-14T08_02_54,29
2021-12-14T08_17_54,27
2021-12-14T08_32_54,26
2021-12-14T08_47_54,22
2021-12-14T09_02_54,24
2021-12-14T09_17_54,24
2021-12-14T09_32_54,23
2021-12-14T09_47_54,24
2021-12-14T10_02_54,25
2021-12-14T10_17_54,23
2021-12-14T10_32_54,25
2021-12-14T10_47_54,23
2021-12-14T11_02_54,23
2021-12-14T11_17_54,25
2021-12-14T11_32_54,28
2021-12-14T11_47_54,28
2021-12-14T12_02_54,29
2021-12-14T12_17_54,30
2021-12-14T12_32_54,30
2021-12-14T12_47_54,32
2021-12-14T13_02_54,31
2021-12-14T13_17_54,31
2021-12-14T13_32_54,32
2021-12-14T13_47_54,30
2021-12-14T14_02_54,33
2021-12-14T14_17_54,33
2021-12-14T14_32_54,31
2021-12-14T14_47_54,32
2021-12-14T15_02_54,33
2021-12-14T15_17_54,33
2021-12-14T15_32_54,31
2021-12-14T15_47_54,33
2021-12-14T16_02_54,30
2021-12-14T16_17_54,30
2021-12-14T16_32_54,30
2021-12-14T16_47_54,32
2021-12-14T17_02_54,31
2021-12-14T17_17_54,32
2021-12-14T17_32_54,29
2021-12-14T17_47_54,29
2021-12-14T18_02_54,34
2021-12-14T18_17_54,33
2021-12-14T18_32_54,35
2021-12-14T18_47_54,30
2021-12-14T19_02_54,27
2021-12-14T19_17_55,26
2021-12-14T19_32_55,22
2021-12-14T19_47_55,23
2021-12-14T20_02_55,22
2021-12-14T20_17_55,25
2021-12-14T20_32_55,32
2021-12-14T20_47_55,31
2021-12-14T21_02_55,30
2021-12-14T21_17_55,29
2021-12-14T21_32_55,28
2021-12-14T21_47_55,25
2021-12-14T22_02_55,22
2021-12-14T22_17_55,24
2021-12-14T22_32_55,25
2021-12-14T22_47_55,27
2021-12-14T23_02_55,24
2021-12-14T23_17_55,23
2021-12-14T23_32_55,20
2021-12-14T23_47_55,22
2021-12-15T00_02_55,19
2021-12-15T00_17_55,19
2021-12-15T00_32_55,13
2021-12-15T00_47_55,6
2021-12-15T01_02_55,12
2021-12-15T01_17_55,13
2021-12-15T01_32_55,17
2021-12-15T01_47_55,17
2021-12-15T02_02_55,15
2021-12-15T02_17_55,15
2021-12-15T02_32_55,16
2021-12-15T02_47_55,15
2021-12-15T03_02_55,14
2021-12-15T03_17_55,16
2021-12-15T03_32_55,17
2021-12-15T03_47_55,16
2021-12-15T04_02_55,18
2021-12-15T04_17_55,20
2021-12-15T04_32_55,20
2021-12-15T04_47_55,22
2021-12-15T05_02_55,23
2021-12-15T05_17_55,25
2021-12-15T05_32_55,25
2021-12-15T05_47_55,25
2021-12-15T06_02_55,25
2021-12-15T06_17_55,25
2021-12-15T06_32_55,25
2021-12-15T06_47_55,21
2021-12-15T07_02_55,21
2021-12-15T07_17_55,22
2021-12-15T07_32_55,26
2021-12-15T07_47_55,26
2021-12-15T08_02_55,25
2021-12-15T08_17_55,21
2021-12-15T08_32_55,26
2021-12-15T08_47_55,27
2021-12-15T09_02_55,26
2021-12-15T09_17_55,28
2021-12-15T09_32_55,30
2021-12-15T09_47_55,32
2021-12-15T10_02_55,32
2021-12-15T10_17_55,29
2021-12-15T10_32_55,28
2021-12-15T10_47_55,32
2021-12-15T11_02_55,34
2021-12-15T11_17_55,39
2021-12-15T11_32_55,38
2021-12-15T11_47_56,38
2021-12-15T12_02_56,37
2021-12-15T12_17_56,41
2021-12-15T12_32_56,42
2021-12-15T12_47_56,42
2021-12-15T13_02_56,42
2021-12-15T13_17_56,37
2021-12-15T13_32_56,38
2021-12-15T13_47_56,37
2021-12-15T14_02_56,34
2021-12-15T14_17_56,37
2021-12-15T14_32_56,40
2021-12-15T14_47_56,28
2021-12-15T15_02_56,28
2021-12-15T15_17_56,31
2021-12-15T15_32_56,30
2021-12-15T15_47_56,28
2021-12-15T16_02_56,32
2021-12-15T16_17_56,32
2021-12-15T16_32_56,31
2021-12-15T16_47_56,35
2021-12-15T17_02_56,36
2021-12-15T17_17_56,34
2021-12-15T17_32_56,29
2021-12-15T17_47_56,33
2021-12-15T18_02_56,34
2021-12-15T18_17_56,31
2021-12-15T18_32_56,32
2021-12-15T18_47_56,31
2021-12-15T19_02_56,29
2021-12-15T19_17_56,30
2021-12-15T19_32_56,30
2021-12-15T19_47_56,26
2021-12-15T20_02_56,26
2021-12-15T20_17_56,25
2021-12-15T20_32_56,27
2021-12-15T20_47_56,27
2021-12-15T21_02_56,26
2021-12-15T21_17_56,25
2021-12-15T21_32_56,22
2021-12-15T21_47_56,21
2021-12-15T22_02_56,18
2021-12-15T22_17_56,15
2021-12-15T22_32_56,14
2021-12-15T22_47_56,15
2021-12-15T23_02_56,12
2021-12-15T23_17_56,13
2021-12-15T23_32_56,11
2021-12-15T23_47_56,12
2021-12-16T00_02_56,13
2021-12-16T00_17_56,11
2021-12-16T00_32_56,12
2021-12-16T00_47_56,9
2021-12-16T01_02_56,10
2021-12-16T01_17_56,9
2021-12-16T01_32_56,12
2021-12-16T01_47_56,13
2021-12-16T02_02_56,14
2021-12-16T02_17_56,16
2021-12-16T02_32_56,17
2021-12-16T02_47_56,17
2021-12-16T03_02_56,17
2021-12-16T03_17_56,19
2021-12-16T03_32_57,21
2021-12-16T03_47_57,25
2021-12-16T04_02_57,25
2021-12-16T04_17_57,26
2021-12-16T04_32_57,25
2021-12-16T04_47_57,28
2021-12-16T05_02_57,31
2021-12-16T05_17_57,30
2021-12-16T05_32_57,30
2021-12-16T05_47_57,32
2021-12-16T06_02_57,36
2021-12-16T06_17_57,38
2021-12-16T06_32_57,39
2021-12-16T06_47_57,41
2021-12-16T07_02_57,40
2021-12-16T07_17_57,35
2021-12-16T07_32_57,42
2021-12-16T07_47_57,40
2021-12-16T08_02_57,36
2021-12-16T08_17_57,35
2021-12-16T08_32_57,33
2021-12-16T08_47_57,23
2021-12-16T09_02_57,29
2021-12-16T09_17_57,28
2021-12-16T09_32_57,27
2021-12-16T09_47_57,32
2021-12-16T10_02_57,35
2021-12-16T10_17_57,33
2021-12-16T10_32_57,32
2021-12-16T10_47_57,20
2021-12-16T11_02_57,19
2021-12-16T11_17_57,27
2021-12-16T11_32_57,27
2021-12-16T11_47_57,25
2021-12-16T12_02_57,23
2021-12-16T12_17_57,25
2021-12-16T12_32_57,26
2021-12-16T12_47_57,24
2021-12-16T13_02_57,19
2021-12-16T13_17_57,21
2021-12-16T13_32_57,20
2021-12-16T13_47_57,15
2021-12-16T14_02_57,14
2021-12-16T14_17_57,13
2021-12-16T14_32_57,9
2021-12-16T14_47_57,9
2021-12-16T15_02_57,12
2021-12-16T15_17_57,12
2021-12-16T15_32_57,4
2021-12-16T15_47_57,11
2021-12-16T16_02_57,10
2021-12-16T16_17_57,5
2021-12-16T16_32_57,3
2021-12-16T16_47_57,5
2021-12-16T17_02_57,3
2021-12-16T17_17_57,5
2021-12-16T17_32_57,9
2021-12-16T17_47_57,10
2021-12-16T18_02_57,10
2021-12-16T18_17_57,8
2021-12-16T18_32_57,7
2021-12-16T18_47_57,9
2021-12-16T19_02_57,10
2021-12-16T19_17_57,11
2021-12-16T19_32_57,15
2021-12-16T19_47_57,13
2021-12-16T20_02_57,14
2021-12-16T20_17_58,15
2021-12-16T20_32_58,14
2021-12-16T20_47_58,12
2021-12-16T21_02_58,12
2021-12-16T21_17_58,17
2021-12-16T21_32_58,16
2021-12-16T21_47_58,19
2021-12-16T22_02_58,15
2021-12-16T22_17_58,15
2021-12-16T22_32_58,16
2021-12-16T22_47_58,18
2021-12-16T23_02_58,18
2021-12-16T23_17_58,16
2021-12-16T23_32_58,18
2021-12-16T23_47_58,18
2021-12-17T00_02_58,17
2021-12-17T00_17_58,17
2021-12-17T00_32_58,21
2021-12-17T00_47_58,22
2021-12-17T01_02_58,23
2021-12-17T01_17_58,26
2021-12-17T01_32_58,26
2021-12-17T01_47_58,25
2021-12-17T02_02_58,26
2021-12-17T02_17_58,30
2021-12-17T02_32_58,34
2021-12-17T02_47_58,35
2021-12-17T03_02_58,36
2021-12-17T03_17_58,37
2021-12-17T03_32_58,36
2021-12-17T03_47_58,35
2021-12-17T04_02_58,39
2021-12-17T04_17_58,41
2021-12-17T04_32_58,37
2021-12-17T04_47_58,44
2021-12-17T05_02_58,45
2021-12-17T05_17_58,43
2021-12-17T05_32_58,42
2021-12-17T05_47_58,44
2021-12-17T06_02_58,47
2021-12-17T06_17_58,42
2021-12-17T06_32_58,42
2021-12-17T06_47_58,42
2021-12-17T07_02_58,45
2021-12-17T07_17_58,41
2021-12-17T07_32_58,40
2021-12-17T07_47_58,40
2021-12-17T08_02_58,41
2021-12-17T08_17_58,43
2021-12-17T08_32_58,44
2021-12-17T08_47_58,43
2021-12-17T09_02_58,42
2021-12-17T09_17_58,43
2021-12-17T09_32_58,47
2021-12-17T09_47_58,47
2021-12-17T10_02_58,45
2021-12-17T10_17_58,46
2021-12-17T10_32_58,42
2021-12-17T10_47_58,43
2021-12-17T11_02_58,45
2021-12-17T11_17_58,45
2021-12-17T11_32_58,47
2021-12-17T11_47_58,51
2021-12-17T12_02_58,50
2021-12-17T12_17_58,54
2021-12-17T12_32_58,47
2021-12-17T12_47_58,48
2021-12-17T13_02_58,48
2021-12-17T13_17_58,50
2021-12-17T13_32_58,51
2021-12-17T13_47_59,51
2021-12-17T14_02_59,51
2021-12-17T14_17_59,53
2021-12-17T14_32_59,51
2021-12-17T14_47_59,47
2021-12-17T15_02_59,53
2021-12-17T15_17_59,51
2021-12-17T15_32_59,52
2021-12-17T15_47_59,53
2021-12-17T16_02_59,46
2021-12-17T16_17_59,47
2021-12-17T16_32_59,47
2021-12-17T16_47_59,47
2021-12-17T17_02_59,45
2021-12-17T17_17_59,45
2021-12-17T17_32_59,42
2021-12-17T17_47_59,45
2021-12-17T18_02_59,47
2021-12-17T18_17_59,45
2021-12-17T18_32_59,45
2021-12-17T18_47_59,50
2021-12-17T19_02_59,51
2021-12-17T19_17_59,48
2021-12-17T19_32_59,48
2021-12-17T19_47_59,48
2021-12-17T20_02_59,52
2021-12-17T20_17_59,53
2021-12-17T20_32_59,53
2021-12-17T20_47_59,54
2021-12-17T21_02_59,56
2021-12-17T21_17_59,53
2021-12-17T21_32_59,52
2021-12-17T21_47_59,59
2021-12-17T22_02_59,64
2021-12-17T22_17_59,59
2021-12-17T22_32_59,61
2021-12-17T22_47_59,50
2021-12-17T23_02_59,47
2021-12-17T23_17_59,43
2021-12-17T23_32_59,46
2021-12-17T23_47_59,42
2021-12-18T00_02_59,28
2021-12-18T00_17_59,31
2021-12-18T00_32_59,28
2021-12-18T00_47_59,28
2021-12-18T01_02_59,31
2021-12-18T01_17_59,30
2021-12-18T01_32_59,34
2021-12-18T01_47_59,34
2021-12-18T02_02_59,35
2021-12-18T02_17_59,31
2021-12-18T02_32_59,32
2021-12-18T02_47_59,34
2021-12-18T03_02_59,36
2021-12-18T03_17_59,39
2021-12-18T03_33_00,42
2021-12-18T03_48_00,38
2021-12-18T04_03_00,41
2021-12-18T04_18_00,36
2021-12-18T04_33_00,33
2021-12-18T04_48_00,37
2021-12-18T05_03_00,36
2021-12-18T05_18_00,33
2021-12-18T05_33_00,41
2021-12-18T05_48_00,50
2021-12-18T06_03_00,53
2021-12-18T06_18_00,55
2021-12-18T06_33_00,50
2021-12-18T06_48_00,52
2021-12-18T07_03_00,56
2021-12-18T07_18_00,50
2021-12-18T07_33_00,50
2021-12-18T07_48_00,46
2021-12-18T08_03_00,45
2021-12-18T08_18_00,43
2021-12-18T08_33_00,40
2021-12-18T08_48_00,42
2021-12-18T09_03_00,42
2021-12-18T09_18_00,43
2021-12-18T09_33_00,40
2021-12-18T09_48_00,40
2021-12-18T10_03_00,37
2021-12-18T10_18_00,35
2021-12-18T10_33_00,36
2021-12-18T10_48_00,39
2021-12-18T11_03_00,38
2021-12-18T11_18_00,37
2021-12-18T11_33_00,37
2021-12-18T11_48_00,36
2021-12-18T12_03_00,38
2021-12-18T12_18_00,41
2021-12-18T12_33_00,46
2021-12-18T12_48_00,42
2021-12-18T13_03_00,42
2021-12-18T13_18_00,46
2021-12-18T13_33_00,49
2021-12-18T13_48_00,49
2021-12-18T14_03_00,51
2021-12-18T14_18_00,50
2021-12-18T14_33_00,45
2021-12-18T14_48_00,47
2021-12-18T15_03_00,48
2021-12-18T15_18_00,51
2021-12-18T15_33_00,49
2021-12-18T15_48_00,53
2021-12-18T16_03_00,53
2021-12-18T16_18_00,49
2021-12-18T16_33_00,54
2021-12-18T16_48_00,55
2021-12-18T17_03_00,47
2021-12-18T17_18_00,49
2021-12-18T17_33_00,48
2021-12-18T17_48_00,46
2021-12-18T18_03_00,42
2021-12-18T18_18_00,52
2021-12-18T18_33_00,52
2021-12-18T18_48_00,46
2021-12-18T19_03_00,40
2021-12-18T19_18_00,45
2021-12-18T19_33_00,44
2021-12-18T19_48_01,46
2021-12-18T20_03_01,48
2021-12-18T20_18_01,49
2021-12-18T20_33_01,54
2021-12-18T20_48_01,52
2021-12-18T21_03_01,54
2021-12-18T21_18_01,56
2021-12-18T21_33_01,60
2021-12-18T21_48_01,66
2021-12-18T22_03_01,62
2021-12-18T22_18_01,57
2021-12-18T22_33_01,56
2021-12-18T22_48_01,49
2021-12-18T23_03_01,41
2021-12-18T23_18_01,38
2021-12-18T23_33_01,34
2021-12-18T23_48_01,35
2021-12-19T00_03_01,33
2021-12-19T00_18_01,23
2021-12-19T00_33_01,12
2021-12-19T00_48_01,19
2021-12-19T01_03_01,16
2021-12-19T01_18_01,24
2021-12-19T01_33_01,30
2021-12-19T01_48_01,19
2021-12-19T02_03_01,27
2021-12-19T02_18_01,25
2021-12-19T02_33_01,24
2021-12-19T02_48_01,28
2021-12-19T03_03_01,27
2021-12-19T03_18_01,26
2021-12-19T03_33_01,37
2021-12-19T03_48_01,40
2021-12-19T04_03_01,39
2021-12-19T04_18_01,35
2021-12-19T04_33_01,24
2021-12-19T04_48_01,26
2021-12-19T05_03_01,31
2021-12-19T05_18_01,42
2021-12-19T05_33_01,50
2021-12-19T05_48_01,55
2021-12-19T06_03_01,53
2021-12-19T06_18_01,56
2021-12-19T06_33_01,56
2021-12-19T06_48_01,58
2021-12-19T07_03_01,54
2021-12-19T07_18_01,54
2021-12-19T07_33_01,39
2021-12-19T07_48_01,46
2021-12-19T08_03_01,46
2021-12-19T08_18_01,45
2021-12-19T08_33_01,49
2021-12-19T08_48_01,47
2021-12-19T09_03_01,29
2021-12-19T09_18_01,29
2021-12-19T09_33_01,21
2021-12-19T09_48_01,23
2021-12-19T10_03_01,31
2021-12-19T10_18_01,34
2021-12-19T10_33_01,32
2021-12-19T10_48_01,31
2021-12-19T11_03_02,37
2021-12-19T11_18_02,41
2021-12-19T11_33_02,43
2021-12-19T11_48_02,40
2021-12-19T12_03_02,39
2021-12-19T12_18_02,39
2021-12-19T12_33_02,46
2021-12-19T12_48_02,44
2021-12-19T13_03_02,46
2021-12-19T13_18_02,48
2021-12-19T13_33_02,47
2021-12-19T13_48_02,46
2021-12-19T14_03_02,40
2021-12-19T14_18_02,38
2021-12-19T14_33_02,42
2021-12-19T14_48_02,47
2021-12-19T15_03_02,46
2021-12-19T15_18_02,47
2021-12-19T15_33_02,49
2021-12-19T15_48_02,49
2021-12-19T16_03_02,47
2021-12-19T16_18_02,44
2021-12-19T16_33_02,45
2021-12-19T16_48_02,45
2021-12-19T17_03_02,45
2021-12-19T17_18_02,46
2021-12-19T17_33_02,45
2021-12-19T17_48_02,44
2021-12-19T18_03_02,40
2021-12-19T18_18_02,43
2021-12-19T18_33_02,50
2021-12-19T18_48_02,46
2021-12-19T19_03_02,40
2021-12-19T19_18_02,39
2021-12-19T19_33_02,36
2021-12-19T19_48_02,37
2021-12-19T20_03_02,43
2021-12-19T20_18_02,43
2021-12-19T20_33_02,43
2021-12-19T20_48_02,47
2021-12-19T21_03_02,50
2021-12-19T21_18_02,48
2021-12-19T21_33_02,54
2021-12-19T21_48_02,53
2021-12-19T22_03_02,54
2021-12-19T22_18_02,46
2021-12-19T22_33_02,46
2021-12-19T22_48_02,45
2021-12-19T23_03_03,39
2021-12-19T23_18_03,32
2021-12-19T23_33_03,33
2021-12-19T23_48_03,29
2021-12-20T00_03_03,32
2021-12-20T00_18_03,31
2021-12-20T00_33_03,29
2021-12-20T00_48_03,25
2021-12-20T01_03_03,28
2021-12-20T01_18_03,29
2021-12-20T01_33_03,29
2021-12-20T01_48_03,29
2021-12-20T02_03_03,35
2021-12-20T02_18_03,37
2021-12-20T02_33_03,39
2021-12-20T02_48_03,44
2021-12-20T03_03_03,45
2021-12-20T03_18_03,50
2021-12-20T03_33_03,60
2021-12-20T03_48_03,63
2021-12-20T04_03_03,63
2021-12-20T04_18_03,61
2021-12-20T04_33_03,51
2021-12-20T04_48_03,51
2021-12-20T05_03_03,51
2021-12-20T05_18_03,60
2021-12-20T05_33_03,66
2021-12-20T05_48_03,75
2021-12-20T06_03_03,75
2021-12-20T06_18_03,76
2021-12-20T06_33_03,74
2021-12-20T06_48_03,74
2021-12-20T07_03_03,73
2021-12-20T07_18_03,74
2021-12-20T07_33_03,64
2021-12-20T07_48_03,55
2021-12-20T08_03_03,54
2021-12-20T08_18_03,53
2021-12-20T08_33_03,48
2021-12-20T08_48_03,46
2021-12-20T09_03_03,44
2021-12-20T09_18_03,41
2021-12-20T09_33_03,42
2021-12-20T09_48_04,36
2021-12-20T10_03_04,32
2021-12-20T10_18_04,37
2021-12-20T10_33_04,40
2021-12-20T10_48_04,46
2021-12-20T11_03_04,44
2021-12-20T11_18_04,43
2021-12-20T11_33_04,47
2021-12-20T11_48_04,48
2021-12-20T12_03_04,49
2021-12-20T12_18_04,50
2021-12-20T12_33_04,50
2021-12-20T12_48_04,48
2021-12-20T13_03_04,54
2021-12-20T13_18_04,59
2021-12-20T13_33_04,59
2021-12-20T13_48_04,48
2021-12-20T14_03_04,53
2021-12-20T14_18_04,53
2021-12-20T14_33_04,52
2021-12-20T14_48_04,54
2021-12-20T15_03_04,55
2021-12-20T15_18_04,48
2021-12-20T15_33_04,50
2021-12-20T15_48_04,48
2021-12-20T16_03_04,34
2021-12-20T16_18_04,45
2021-12-20T16_33_04,45
2021-12-20T16_48_04,43
2021-12-20T17_03_04,48
2021-12-20T17_18_04,49
2021-12-20T17_33_04,46
2021-12-20T17_48_04,48
2021-12-20T18_03_04,49
2021-12-20T18_18_04,47
2021-12-20T18_33_04,48
2021-12-20T18_48_04,46
2021-12-20T19_03_04,44
2021-12-20T19_18_04,36
2021-12-20T19_33_04,39
2021-12-20T19_48_04,41
2021-12-20T20_03_04,44
2021-12-20T20_18_04,47
2021-12-20T20_33_04,49
2021-12-20T20_48_04,50
2021-12-20T21_03_05,44
2021-12-20T21_18_05,39
2021-12-20T21_33_05,31
2021-12-20T21_48_05,35
2021-12-20T22_03_05,39
2021-12-20T22_18_05,36
2021-12-20T22_33_05,29
2021-12-20T22_48_05,36
2021-12-20T23_03_05,36
2021-12-20T23_18_05,29
2021-12-20T23_33_05,20
2021-12-20T23_48_05,18
2021-12-21T00_03_05,22
2021-12-21T00_18_05,22
2021-12-21T00_33_05,21
2021-12-21T00_48_05,25
2021-12-21T01_03_05,23
2021-12-21T01_18_05,27
2021-12-21T01_33_05,29
2021-12-21T01_48_05,27
2021-12-21T02_03_05,27
2021-12-21T02_18_05,27
2021-12-21T02_33_05,34
2021-12-21T02_48_05,40
2021-12-21T03_03_05,44
2021-12-21T03_18_05,53
2021-12-21T03_33_05,65
2021-12-21T03_48_05,66
2021-12-21T04_03_05,78
2021-12-21T04_18_05,107
2021-12-21T04_33_05,125
2021-12-21T04_48_05,135
2021-12-21T05_03_05,124
2021-12-21T05_18_05,128
2021-12-21T05_33_05,126
2021-12-21T05_48_05,130
2021-12-21T06_03_05,125
2021-12-21T06_18_05,97
2021-12-21T06_33_05,84
2021-12-21T06_48_05,84
2021-12-21T07_03_05,80
2021-12-21T07_18_05,72
2021-12-21T07_33_05,70
2021-12-21T07_48_05,57
2021-12-21T08_03_05,54
2021-12-21T08_18_06,55
2021-12-21T08_33_06,54
2021-12-21T08_48_06,45
2021-12-21T09_03_06,46
2021-12-21T09_18_06,44
2021-12-21T09_33_06,41
2021-12-21T09_48_06,39
2021-12-21T10_03_06,36
2021-12-21T10_18_06,34
2021-12-21T10_33_06,30
2021-12-21T10_48_06,29
2021-12-21T11_03_06,29
2021-12-21T11_18_06,30
2021-12-21T11_33_06,36
2021-12-21T11_48_06,38
2021-12-21T12_03_06,35
2021-12-21T12_18_06,44
2021-12-21T12_33_06,43
2021-12-21T12_48_06,40
2021-12-21T13_03_06,46
2021-12-21T13_18_06,46
2021-12-21T13_33_06,47
2021-12-21T13_48_06,42
2021-12-21T14_03_06,48
2021-12-21T14_18_06,58
2021-12-21T14_33_06,57
2021-12-21T14_48_06,50
2021-12-21T15_03_06,47
2021-12-21T15_18_06,44
2021-12-21T15_33_06,49
2021-12-21T15_48_06,50
2021-12-21T16_03_06,47
2021-12-21T16_18_06,37
2021-12-21T16_33_06,40
2021-12-21T16_48_06,41
2021-12-21T17_03_06,45
2021-12-21T17_18_06,52
2021-12-21T17_33_06,48
2021-12-21T17_48_06,48
2021-12-21T18_03_06,44
2021-12-21T18_18_06,33
2021-12-21T18_33_06,38
2021-12-21T18_48_06,35
2021-12-21T19_03_06,39
2021-12-21T19_18_06,36
2021-12-21T19_33_06,36
2021-12-21T19_48_06,32
2021-12-21T20_03_06,33
2021-12-21T20_18_07,31
2021-12-21T20_33_07,28
2021-12-21T20_48_07,29
2021-12-21T21_03_07,29
2021-12-21T21_18_07,28
2021-12-21T21_33_07,24
2021-12-21T21_48_07,37
2021-12-21T22_03_07,40
2021-12-21T22_18_07,36
2021-12-21T22_33_07,56
2021-12-21T22_48_07,51
2021-12-21T23_03_07,24
2021-12-21T23_18_07,31
2021-12-21T23_33_07,30
2021-12-21T23_48_07,25
2021-12-22T00_03_07,18
2021-12-22T00_18_07,20
2021-12-22T00_33_07,19
2021-12-22T00_48_07,17
2021-12-22T01_03_07,17
2021-12-22T01_18_07,21
2021-12-22T01_33_07,28
2021-12-22T01_48_07,29
2021-12-22T02_03_07,29
2021-12-22T02_18_07,24
2021-12-22T02_33_07,19
2021-12-22T02_48_07,54
2021-12-22T03_03_07,60
2021-12-22T03_18_07,57
2021-12-22T03_33_07,64
2021-12-22T03_48_07,64
2021-12-22T04_03_07,53
2021-12-22T04_18_07,67
2021-12-22T04_33_07,146
2021-12-22T04_48_07,136
2021-12-22T05_03_07,128
2021-12-22T05_18_07,130
2021-12-22T05_33_07,143
2021-12-22T05_48_07,108
2021-12-22T06_03_07,60
2021-12-22T06_18_07,75
2021-12-22T06_33_07,76
2021-12-22T06_48_07,31
2021-12-22T07_03_07,23
2021-12-22T09_33_07,7
2021-12-22T16_03_07,7
2021-12-22T16_18_07,1
2021-12-22T16_33_07,41
2021-12-22T16_48_08,43
2021-12-22T17_03_08,41
2021-12-22T17_18_08,42
2021-12-22T17_33_08,41
2021-12-22T17_48_08,36
2021-12-22T18_03_08,35
2021-12-22T18_18_08,36
2021-12-22T18_33_08,39
2021-12-22T18_48_08,39
2021-12-22T19_03_08,40
2021-12-22T19_18_08,37
2021-12-22T19_33_08,32
2021-12-22T19_48_08,34
2021-12-22T20_03_08,30
2021-12-22T20_18_08,44
2021-12-22T20_33_08,52
2021-12-22T20_48_08,51
2021-12-22T21_03_08,47
2021-12-22T21_18_08,43
2021-12-22T21_33_08,47
2021-12-22T21_48_08,47
2021-12-22T22_03_08,48
2021-12-22T22_18_08,48
2021-12-22T22_33_08,42
2021-12-22T22_48_08,42
2021-12-22T23_03_08,32
2021-12-22T23_18_08,30
2021-12-22T23_33_08,31
2021-12-22T23_48_08,23
2021-12-23T00_03_08,20
2021-12-23T00_18_08,10
2021-12-23T00_33_08,20
2021-12-23T00_48_08,16
2021-12-23T01_03_08,15
2021-12-23T01_18_08,17
2021-12-23T01_33_08,16
2021-12-23T01_48_08,19
2021-12-23T02_03_08,21
2021-12-23T02_18_08,29
2021-12-23T02_33_08,34
2021-12-23T02_48_08,34
2021-12-23T03_03_08,31
2021-12-23T03_18_08,27
2021-12-23T03_33_08,30
2021-12-23T03_48_08,31
2021-12-23T04_03_08,39
2021-12-23T04_18_08,42
2021-12-23T04_33_08,56
2021-12-23T04_48_08,61
2021-12-23T05_03_08,88
2021-12-23T05_18_08,104
2021-12-23T05_33_08,84
2021-12-23T05_48_08,66
2021-12-23T06_03_08,66
2021-12-23T06_18_08,64
2021-12-23T06_33_08,81
2021-12-23T06_48_08,86
2021-12-23T07_03_08,71
2021-12-23T07_18_08,56
2021-12-23T07_33_08,58
2021-12-23T07_48_08,57
2021-12-23T08_03_08,53
2021-12-23T08_18_09,57
2021-12-23T08_33_09,57
2021-12-23T08_48_09,55
2021-12-23T09_03_09,48
2021-12-23T09_18_09,46
2021-12-23T09_33_09,44
2021-12-23T09_48_09,45
2021-12-23T10_03_09,42
2021-12-23T10_18_09,40
2021-12-23T10_33_09,43
2021-12-23T10_48_09,38
2021-12-23T11_03_09,40
2021-12-23T11_18_09,44
2021-12-23T11_33_09,44
2021-12-23T11_48_09,48
2021-12-23T12_03_09,49
2021-12-23T12_18_09,51
2021-12-23T12_33_09,55
2021-12-23T12_48_09,53
2021-12-23T13_03_09,53
2021-12-23T13_18_09,52
2021-12-23T13_33_09,55
2021-12-23T13_48_09,55
2021-12-23T14_03_09,60
2021-12-23T14_18_09,62
2021-12-23T14_33_09,57
2021-12-23T14_48_09,54
2021-12-23T15_03_09,57
2021-12-23T15_18_09,57
2021-12-23T15_33_09,55
